datetime,1B-ARAM-1
2021-08-14 23:45:00,
2021-08-15 00:00:00,0.4664
2021-08-15 00:15:00,0.4874666666666666
2021-08-15 00:30:00,0.5168666666666667
2021-08-15 00:45:00,0.5614
2021-08-15 01:00:00,0.4482
2021-08-15 01:15:00,328.7579333333333
2021-08-15 01:30:00,379.2826666666666
2021-08-15 01:45:00,379.0474666666667
2021-08-15 02:00:00,377.1012
2021-08-15 02:15:00,376.3443333333333
2021-08-15 02:30:00,376.8292666666667
2021-08-15 02:45:00,378.1502
2021-08-15 03:00:00,376.5196
2021-08-15 03:15:00,377.5049333333334
2021-08-15 03:30:00,378.6064
2021-08-15 03:45:00,380.7214666666667
2021-08-15 04:00:00,381.4338666666666
2021-08-15 04:15:00,380.16246666666666
2021-08-15 04:30:00,381.8566
2021-08-15 04:45:00,386.3810666666667
2021-08-15 05:00:00,385.2977333333334
2021-08-15 05:15:00,385.6306
2021-08-15 05:30:00,383.0042666666667
2021-08-15 05:45:00,385.4880666666666
2021-08-15 06:00:00,384.364
2021-08-15 06:15:00,399.8214
2021-08-15 06:30:00,408.3268
2021-08-15 06:45:00,400.8364
2021-08-15 07:00:00,400.20273333333336
2021-08-15 07:15:00,498.2226
2021-08-15 07:30:00,691.8454666666668
2021-08-15 07:45:00,795.4316666666667
2021-08-15 08:00:00,879.3688
2021-08-15 08:15:00,762.1172
2021-08-15 08:30:00,550.3551333333332
2021-08-15 08:45:00,414.8849333333334
2021-08-15 09:00:00,398.647
2021-08-15 09:15:00,403.102
2021-08-15 09:30:00,385.3432666666667
2021-08-15 09:45:00,380.6414
2021-08-15 10:00:00,352.6460666666666
2021-08-15 10:15:00,315.4122
2021-08-15 10:30:00,379.5816666666667
2021-08-15 10:45:00,400.01886666666667
2021-08-15 11:00:00,452.3482
2021-08-15 11:15:00,511.57753333333335
2021-08-15 11:30:00,593.7586
2021-08-15 11:45:00,663.0054666666667
2021-08-15 12:00:00,697.8615333333333
2021-08-15 12:15:00,730.7999333333333
2021-08-15 12:30:00,713.8406
2021-08-15 12:45:00,692.7777333333332
2021-08-15 13:00:00,711.8183333333333
2021-08-15 13:15:00,765.4529333333334
2021-08-15 13:30:00,707.7722666666667
2021-08-15 13:45:00,679.5415333333333
2021-08-15 14:00:00,695.1366666666667
2021-08-15 14:15:00,719.1462666666666
2021-08-15 14:30:00,754.5363333333333
2021-08-15 14:45:00,761.4785333333333
2021-08-15 15:00:00,762.0136
2021-08-15 15:15:00,704.3126
2021-08-15 15:30:00,659.5812000000001
2021-08-15 15:45:00,628.9630666666667
2021-08-15 16:00:00,643.5956666666666
2021-08-15 16:15:00,682.4396666666667
2021-08-15 16:30:00,658.8366000000001
2021-08-15 16:45:00,677.1888666666667
2021-08-15 17:00:00,670.5849999999999
2021-08-15 17:15:00,710.9120666666666
2021-08-15 17:30:00,703.0200666666666
2021-08-15 17:45:00,713.5058
2021-08-15 18:00:00,704.6146000000001
2021-08-15 18:15:00,661.2515333333333
2021-08-15 18:30:00,604.4825999999999
2021-08-15 18:45:00,550.1017333333333
2021-08-15 19:00:00,500.377
2021-08-15 19:15:00,453.87146666666666
2021-08-15 19:30:00,386.1948
2021-08-15 19:45:00,375.2803333333333
2021-08-15 20:00:00,384.9007333333333
2021-08-15 20:15:00,382.2680666666666
2021-08-15 20:30:00,296.7998
2021-08-15 20:45:00,126.34693333333333
2021-08-15 21:00:00,39.6408
2021-08-15 21:15:00,18.294066666666662
2021-08-15 21:30:00,18.60846666666667
2021-08-15 21:45:00,23.379466666666666
2021-08-15 22:00:00,29.546266666666668
2021-08-15 22:15:00,34.53146666666667
2021-08-15 22:30:00,34.12833333333334
2021-08-15 22:45:00,34.690466666666666
2021-08-15 23:00:00,33.54766666666667
2021-08-15 23:15:00,32.592733333333335
2021-08-15 23:30:00,35.1628
2021-08-15 23:45:00,39.477133333333335
2021-08-16 00:00:00,45.15806666666666
2021-08-16 00:15:00,52.15773333333333
2021-08-16 00:30:00,62.72846666666667
2021-08-16 00:45:00,65.12726666666667
2021-08-16 01:00:00,68.44699999999999
2021-08-16 01:15:00,75.96693333333333
2021-08-16 01:30:00,74.14753333333333
2021-08-16 01:45:00,59.53066666666667
2021-08-16 02:00:00,55.9234
2021-08-16 02:15:00,56.51446666666666
2021-08-16 02:30:00,53.29853333333333
2021-08-16 02:45:00,51.93553333333333
2021-08-16 03:00:00,51.63306666666666
2021-08-16 03:15:00,51.51446666666666
2021-08-16 03:30:00,51.06653333333334
2021-08-16 03:45:00,53.885266666666666
2021-08-16 04:00:00,63.143
2021-08-16 04:15:00,69.3858
2021-08-16 04:30:00,71.21786666666667
2021-08-16 04:45:00,67.77126666666666
2021-08-16 05:00:00,70.17453333333333
2021-08-16 05:15:00,69.4374
2021-08-16 05:30:00,68.35586666666667
2021-08-16 05:45:00,70.72566666666667
2021-08-16 06:00:00,75.09033333333333
2021-08-16 06:15:00,89.56366666666666
2021-08-16 06:30:00,90.97146666666669
2021-08-16 06:45:00,88.36666666666666
2021-08-16 07:00:00,85.08200000000001
2021-08-16 07:15:00,232.44086666666664
2021-08-16 07:30:00,352.09959999999995
2021-08-16 07:45:00,306.6388666666666
2021-08-16 08:00:00,91.43386666666667
2021-08-16 08:15:00,24.5268
2021-08-16 08:30:00,24.4886
2021-08-16 08:45:00,23.74546666666667
2021-08-16 09:00:00,21.9924
2021-08-16 09:15:00,25.178866666666668
2021-08-16 09:30:00,21.883
2021-08-16 09:45:00,10.598866666666668
2021-08-16 10:00:00,1.3781333333333334
2021-08-16 10:15:00,1.3562
2021-08-16 10:30:00,2.096533333333334
2021-08-16 10:45:00,199.3776
2021-08-16 11:00:00,413.3430666666666
2021-08-16 11:15:00,432.7341333333333
2021-08-16 11:30:00,456.1850666666666
2021-08-16 11:45:00,508.8237333333333
2021-08-16 12:00:00,588.4222666666667
2021-08-16 12:15:00,708.5736666666667
2021-08-16 12:30:00,777.6378666666666
2021-08-16 12:45:00,800.9208666666667
2021-08-16 13:00:00,775.2798
2021-08-16 13:15:00,733.6994
2021-08-16 13:30:00,710.2838666666667
2021-08-16 13:45:00,716.6104666666666
2021-08-16 14:00:00,742.2374666666667
2021-08-16 14:15:00,444.5677333333333
2021-08-16 14:30:00,383.1282
2021-08-16 14:45:00,380.8939333333333
2021-08-16 15:00:00,472.8885333333334
2021-08-16 15:15:00,561.7467333333334
2021-08-16 15:30:00,570.1379333333333
2021-08-16 15:45:00,575.0973333333334
2021-08-16 16:00:00,578.5734666666667
2021-08-16 16:15:00,570.8632
2021-08-16 16:30:00,558.7554666666667
2021-08-16 16:45:00,542.0231333333334
2021-08-16 17:00:00,528.3748
2021-08-16 17:15:00,502.5622666666667
2021-08-16 17:30:00,471.0242
2021-08-16 17:45:00,450.8441333333333
2021-08-16 18:00:00,430.02900000000005
2021-08-16 18:15:00,891.8788000000001
2021-08-16 18:30:00,950.6958666666668
2021-08-16 18:45:00,650.2814666666667
2021-08-16 19:00:00,483.3153333333333
2021-08-16 19:15:00,419.2916666666667
2021-08-16 19:30:00,391.3301333333333
2021-08-16 19:45:00,384.8279333333333
2021-08-16 20:00:00,382.0559333333333
2021-08-16 20:15:00,381.72766666666666
2021-08-16 20:30:00,381.6116666666667
2021-08-16 20:45:00,384.81786666666665
2021-08-16 21:00:00,377.2412000000001
2021-08-16 21:15:00,381.21853333333337
2021-08-16 21:30:00,377.2861333333333
2021-08-16 21:45:00,378.1737333333333
2021-08-16 22:00:00,302.35386666666665
2021-08-16 22:15:00,102.49486666666668
2021-08-16 22:30:00,18.631466666666665
2021-08-16 22:45:00,1.6816
2021-08-16 23:00:00,1.7950000000000002
2021-08-16 23:15:00,1.711
2021-08-16 23:30:00,1.8498666666666668
2021-08-16 23:45:00,1.9026666666666665
2021-08-17 00:00:00,1.6039333333333334
2021-08-17 00:15:00,6.891466666666667
2021-08-17 00:30:00,12.370133333333332
2021-08-17 00:45:00,16.765533333333334
2021-08-17 01:00:00,22.122733333333333
2021-08-17 01:15:00,23.1578
2021-08-17 01:30:00,19.7836
2021-08-17 01:45:00,28.721533333333333
2021-08-17 02:00:00,31.5142
2021-08-17 02:15:00,32.388600000000004
2021-08-17 02:30:00,31.5808
2021-08-17 02:45:00,40.4334
2021-08-17 03:00:00,45.8242
2021-08-17 03:15:00,50.972
2021-08-17 03:30:00,54.8134
2021-08-17 03:45:00,53.9088
2021-08-17 04:00:00,54.99086666666666
2021-08-17 04:15:00,53.0568
2021-08-17 04:30:00,53.8016
2021-08-17 04:45:00,51.3812
2021-08-17 05:00:00,47.52786666666667
2021-08-17 05:15:00,43.75513333333333
2021-08-17 05:30:00,44.689733333333336
2021-08-17 05:45:00,44.09733333333334
2021-08-17 06:00:00,42.61593333333334
2021-08-17 06:15:00,46.46833333333333
2021-08-17 06:30:00,52.834
2021-08-17 06:45:00,51.22173333333333
2021-08-17 07:00:00,57.59806666666667
2021-08-17 07:15:00,193.07926666666663
2021-08-17 07:30:00,257.89053333333334
2021-08-17 07:45:00,94.1918
2021-08-17 08:00:00,27.37673333333333
2021-08-17 08:15:00,26.810133333333333
2021-08-17 08:30:00,28.7464
2021-08-17 08:45:00,28.87333333333333
2021-08-17 09:00:00,41.15906666666667
2021-08-17 09:15:00,43.39646666666667
2021-08-17 09:30:00,40.13013333333333
2021-08-17 09:45:00,27.59273333333333
2021-08-17 10:00:00,19.27613333333333
2021-08-17 10:15:00,9.6898
2021-08-17 10:30:00,1.5576666666666668
2021-08-17 10:45:00,0.8752666666666666
2021-08-17 11:00:00,1.3272000000000002
2021-08-17 11:15:00,1.6358
2021-08-17 11:30:00,1.8974666666666664
2021-08-17 11:45:00,1.5122
2021-08-17 12:00:00,454.0825333333333
2021-08-17 12:15:00,596.6540666666666
2021-08-17 12:30:00,485.6671333333333
2021-08-17 12:45:00,502.9928
2021-08-17 13:00:00,558.7822
2021-08-17 13:15:00,662.3650666666667
2021-08-17 13:30:00,726.3808
2021-08-17 13:45:00,765.3948666666668
2021-08-17 14:00:00,766.8548666666667
2021-08-17 14:15:00,434.2848666666667
2021-08-17 14:30:00,382.0036666666667
2021-08-17 14:45:00,379.989
2021-08-17 15:00:00,381.36513333333335
2021-08-17 15:15:00,445.45313333333337
2021-08-17 15:30:00,516.9917333333334
2021-08-17 15:45:00,545.6506
2021-08-17 16:00:00,553.3866
2021-08-17 16:15:00,541.7712666666666
2021-08-17 16:30:00,520.4953333333334
2021-08-17 16:45:00,495.7076666666666
2021-08-17 17:00:00,466.7445333333333
2021-08-17 17:15:00,446.377
2021-08-17 17:30:00,422.9142
2021-08-17 17:45:00,394.5004
2021-08-17 18:00:00,387.8344666666666
2021-08-17 18:15:00,894.5183333333333
2021-08-17 18:30:00,900.0749333333333
2021-08-17 18:45:00,649.1196666666667
2021-08-17 19:00:00,473.8838666666667
2021-08-17 19:15:00,405.0621333333333
2021-08-17 19:30:00,371.0394666666666
2021-08-17 19:45:00,92.08506666666668
2021-08-17 20:00:00,1.9243333333333328
2021-08-17 20:15:00,1.8528666666666669
2021-08-17 20:30:00,1.9503333333333333
2021-08-17 20:45:00,1.8852666666666664
2021-08-17 21:00:00,6.198666666666666
2021-08-17 21:15:00,50.9502
2021-08-17 21:30:00,61.18013333333333
2021-08-17 21:45:00,61.043533333333336
2021-08-17 22:00:00,57.8272
2021-08-17 22:15:00,52.95593333333333
2021-08-17 22:30:00,49.15146666666667
2021-08-17 22:45:00,44.865
2021-08-17 23:00:00,39.41673333333333
2021-08-17 23:15:00,33.78366666666667
2021-08-17 23:30:00,31.145
2021-08-17 23:45:00,29.479666666666667
2021-08-18 00:00:00,30.46786666666667
2021-08-18 00:15:00,40.8276
2021-08-18 00:30:00,48.61606666666667
2021-08-18 00:45:00,57.345666666666666
2021-08-18 01:00:00,65.02126666666666
2021-08-18 01:15:00,63.8926
2021-08-18 01:30:00,64.98626666666667
2021-08-18 01:45:00,65.6164
2021-08-18 02:00:00,63.56786666666667
2021-08-18 02:15:00,57.0294
2021-08-18 02:30:00,43.98113333333333
2021-08-18 02:45:00,32.0324
2021-08-18 03:00:00,24.628533333333333
2021-08-18 03:15:00,16.219
2021-08-18 03:30:00,15.659733333333334
2021-08-18 03:45:00,13.8522
2021-08-18 04:00:00,15.890333333333334
2021-08-18 04:15:00,17.832666666666668
2021-08-18 04:30:00,29.5866
2021-08-18 04:45:00,42.66933333333333
2021-08-18 05:00:00,50.46426666666666
2021-08-18 05:15:00,55.88386666666667
2021-08-18 05:30:00,59.7968
2021-08-18 05:45:00,65.64320000000001
2021-08-18 06:00:00,70.8274
2021-08-18 06:15:00,93.1776
2021-08-18 06:30:00,98.19933333333331
2021-08-18 06:45:00,89.42906666666666
2021-08-18 07:00:00,90.8499375
2021-08-18 07:15:00,181.027
2021-08-18 07:30:00,310.0776666666667
2021-08-18 07:45:00,300.34846666666664
2021-08-18 08:00:00,287.85813333333334
2021-08-18 08:15:00,247.54486666666668
2021-08-18 08:30:00,35.7066
2021-08-18 08:45:00,7.079400000000001
2021-08-18 09:00:00,1.3846
2021-08-18 09:15:00,0.8406666666666667
2021-08-18 09:30:00,1.3058666666666667
2021-08-18 09:45:00,1.7482666666666666
2021-08-18 10:00:00,214.6504
2021-08-18 10:15:00,378.3415333333333
2021-08-18 10:30:00,397.1013333333333
2021-08-18 10:45:00,396.1741333333333
2021-08-18 11:00:00,384.6208666666667
2021-08-18 11:15:00,372.1008
2021-08-18 11:30:00,400.6142
2021-08-18 11:45:00,471.4194
2021-08-18 12:00:00,537.3676
2021-08-18 12:15:00,667.9244
2021-08-18 12:30:00,810.2697333333333
2021-08-18 12:45:00,877.6800000000001
