datetime,desk1_6_light_power
2021-08-14 23:45:00,
2021-08-15 00:00:00,1.1858266666666668
2021-08-15 00:15:00,1.1847333333333334
2021-08-15 00:30:00,1.1875533333333337
2021-08-15 00:45:00,1.1855933333333333
2021-08-15 01:00:00,1.18536
2021-08-15 01:15:00,1.188
2021-08-15 01:30:00,1.18834
2021-08-15 01:45:00,1.18798
2021-08-15 02:00:00,1.1864933333333334
2021-08-15 02:15:00,1.1835466666666667
2021-08-15 02:30:00,1.18702
2021-08-15 02:45:00,1.1880933333333334
2021-08-15 03:00:00,1.1896466666666667
2021-08-15 03:15:00,1.18776
2021-08-15 03:30:00,1.1874133333333332
2021-08-15 03:45:00,1.1868466666666668
2021-08-15 04:00:00,1.1881266666666666
2021-08-15 04:15:00,1.18816
2021-08-15 04:30:00,1.1878866666666668
2021-08-15 04:45:00,1.1866
2021-08-15 05:00:00,1.1871466666666668
2021-08-15 05:15:00,1.18466
2021-08-15 05:30:00,1.1899666666666666
2021-08-15 05:45:00,1.18472
2021-08-15 06:00:00,1.189
2021-08-15 06:15:00,1.1863199999999998
2021-08-15 06:30:00,1.18526
2021-08-15 06:45:00,1.1869333333333332
2021-08-15 07:00:00,2.312906666666667
2021-08-15 07:15:00,71.43246666666667
2021-08-15 07:30:00,87.31425333333333
2021-08-15 07:45:00,87.16184
2021-08-15 08:00:00,88.13630666666667
2021-08-15 08:15:00,156.87867999999995
2021-08-15 08:30:00,171.34949333333333
2021-08-15 08:45:00,171.06795333333332
2021-08-15 09:00:00,169.77836
2021-08-15 09:15:00,169.92466666666667
2021-08-15 09:30:00,170.41170666666667
2021-08-15 09:45:00,170.75754
2021-08-15 10:00:00,170.68220000000002
2021-08-15 10:15:00,170.57266666666666
2021-08-15 10:30:00,170.49838
2021-08-15 10:45:00,170.34872666666666
2021-08-15 11:00:00,170.10392666666667
2021-08-15 11:15:00,169.71823333333336
2021-08-15 11:30:00,169.37989333333334
2021-08-15 11:45:00,169.12494
2021-08-15 12:00:00,168.93316666666666
2021-08-15 12:15:00,169.13722
2021-08-15 12:30:00,169.50491333333332
2021-08-15 12:45:00,169.72972
2021-08-15 13:00:00,169.70824666666667
2021-08-15 13:15:00,169.93614666666664
2021-08-15 13:30:00,169.99378
2021-08-15 13:45:00,170.09012666666666
2021-08-15 14:00:00,169.86112
2021-08-15 14:15:00,169.79920666666666
2021-08-15 14:30:00,169.68610666666666
2021-08-15 14:45:00,169.92985333333334
2021-08-15 15:00:00,170.04432
2021-08-15 15:15:00,170.22138666666666
2021-08-15 15:30:00,170.09208666666666
2021-08-15 15:45:00,170.1112666666667
2021-08-15 16:00:00,169.82358000000002
2021-08-15 16:15:00,170.0679
2021-08-15 16:30:00,170.05314666666666
2021-08-15 16:45:00,170.0493933333333
2021-08-15 17:00:00,166.34005333333334
2021-08-15 17:15:00,85.91512666666668
2021-08-15 17:30:00,85.8197
2021-08-15 17:45:00,85.85907999999999
2021-08-15 18:00:00,85.86981333333333
2021-08-15 18:15:00,85.90130666666667
2021-08-15 18:30:00,85.84017333333333
2021-08-15 18:45:00,85.76437333333334
2021-08-15 19:00:00,85.8268
2021-08-15 19:15:00,85.86538
2021-08-15 19:30:00,85.91966000000001
2021-08-15 19:45:00,85.96255333333333
2021-08-15 20:00:00,86.04800666666667
2021-08-15 20:15:00,86.08679333333333
2021-08-15 20:30:00,86.14518666666666
2021-08-15 20:45:00,86.23628666666667
2021-08-15 21:00:00,82.39602
2021-08-15 21:15:00,1.1871333333333334
2021-08-15 21:30:00,1.1822066666666666
2021-08-15 21:45:00,1.1856133333333332
2021-08-15 22:00:00,1.1886266666666667
2021-08-15 22:15:00,1.1902333333333333
2021-08-15 22:30:00,1.18652
2021-08-15 22:45:00,1.1883666666666668
2021-08-15 23:00:00,1.2162533333333334
2021-08-15 23:15:00,1.1873600000000002
2021-08-15 23:30:00,1.188686666666667
2021-08-15 23:45:00,1.1885666666666663
2021-08-16 00:00:00,1.1830466666666666
2021-08-16 00:15:00,1.187466666666667
2021-08-16 00:30:00,1.18842
2021-08-16 00:45:00,1.18464
2021-08-16 01:00:00,1.1846666666666663
2021-08-16 01:15:00,1.1854933333333333
2021-08-16 01:30:00,1.18666
2021-08-16 01:45:00,1.1858533333333334
2021-08-16 02:00:00,1.1848999999999998
2021-08-16 02:15:00,1.181806666666667
2021-08-16 02:30:00,1.1859
2021-08-16 02:45:00,1.1911533333333333
2021-08-16 03:00:00,1.18358
2021-08-16 03:15:00,1.1879333333333333
2021-08-16 03:30:00,1.1868666666666667
2021-08-16 03:45:00,1.1871266666666669
2021-08-16 04:00:00,1.1837333333333333
2021-08-16 04:15:00,1.18342
2021-08-16 04:30:00,1.1876399999999998
2021-08-16 04:45:00,1.1863400000000002
2021-08-16 05:00:00,1.18636
2021-08-16 05:15:00,1.18954
2021-08-16 05:30:00,1.1788866666666666
2021-08-16 05:45:00,1.183533333333333
2021-08-16 06:00:00,1.1822533333333332
2021-08-16 06:15:00,1.18422
2021-08-16 06:30:00,1.18384
2021-08-16 06:45:00,1.1835533333333332
2021-08-16 07:00:00,2.329406666666667
2021-08-16 07:15:00,71.56642000000001
2021-08-16 07:30:00,87.4212
2021-08-16 07:45:00,87.2562
2021-08-16 08:00:00,88.21066
2021-08-16 08:15:00,157.12765333333334
2021-08-16 08:30:00,171.47341333333333
2021-08-16 08:45:00,171.08646
2021-08-16 09:00:00,170.40448
2021-08-16 09:15:00,169.67587333333333
2021-08-16 09:30:00,170.44633333333334
