datetime,1B-Th-Chilled Water
2021-08-21 11:45:00,-0.5839161256848816
2021-08-21 12:00:00,-0.5589027307265593
2021-08-21 12:15:00,-0.5609296008510501
2021-08-21 12:30:00,-0.5384488750069202
2021-08-21 12:45:00,-0.4687146509386122
2021-08-21 13:00:00,-0.4170332403224759
2021-08-21 13:15:00,-0.3575265801937848
2021-08-21 13:30:00,-0.2924036959398551
2021-08-21 13:45:00,-0.1946391770055473
2021-08-21 14:00:00,-0.0820302783501378
2021-08-21 14:15:00,-0.0136578816016629
2021-08-21 14:30:00,0.0280331390065235
2021-08-21 14:45:00,0.0458408149427147
2021-08-21 15:00:00,0.0397972506839393
2021-08-21 15:15:00,0.0594154286436707
2021-08-21 15:30:00,0.0579761313968218
2021-08-21 15:45:00,0.0370918718119653
2021-08-21 16:00:00,0.0136889266092289
2021-08-21 16:15:00,-0.0079910312205977
2021-08-21 16:30:00,-0.0316659071534298
2021-08-21 16:45:00,-0.0164571231324536
2021-08-21 17:00:00,0.0350775423885327
2021-08-21 17:15:00,0.0735945573756372
2021-08-21 17:30:00,0.074721036095381
2021-08-21 17:45:00,0.0609476336826673
2021-08-21 18:00:00,0.0564100817080641
2021-08-21 18:15:00,0.0061996547790238
2021-08-21 18:30:00,-84.24990633885945
2021-08-21 18:45:00,-346.50669866810125
2021-08-21 19:00:00,-13.08594102695103
2021-08-21 19:15:00,-12.5212029659891
2021-08-21 19:30:00,-11.498922090608003
2021-08-21 19:45:00,-9.792233899991375
2021-08-21 20:00:00,
2021-08-21 20:15:00,-9.369778823965
2021-08-21 20:30:00,-9.012182147827646
2021-08-21 20:45:00,-8.857065129905239
2021-08-21 21:00:00,-8.24919735420261
2021-08-21 21:15:00,-7.991126888085592
2021-08-21 21:30:00,-7.433144612915055
2021-08-21 21:45:00,-7.065487557745551
2021-08-21 22:00:00,-6.810572624449948
2021-08-21 22:15:00,-6.540941680634099
2021-08-21 22:30:00,-6.2331351522755085
2021-08-21 22:45:00,-5.894438002625322
2021-08-21 23:00:00,-5.555006330855274
2021-08-21 23:15:00,-5.357421676804002
2021-08-21 23:30:00,-5.032419695547566
2021-08-21 23:45:00,-4.885084712438205
2021-08-22 00:00:00,-4.640027678998624
2021-08-22 00:15:00,-4.333663175249689
2021-08-22 00:30:00,-4.202229061013797
2021-08-22 00:45:00,-3.994218983032195
2021-08-22 01:00:00,-3.9856889738733887
2021-08-22 01:15:00,-3.765573217914453
2021-08-22 01:30:00,-3.639521042344869
2021-08-22 01:45:00,-3.485414391173195
2021-08-22 02:00:00,-3.337707742643901
2021-08-22 02:15:00,-3.158781951336106
2021-08-22 02:30:00,-3.0221761183411093
2021-08-22 02:45:00,-2.893497396377541
2021-08-22 03:00:00,-2.866957651237453
2021-08-22 03:15:00,-2.7304325630795483
2021-08-22 03:30:00,-2.626063349561337
2021-08-22 03:45:00,-2.572819399139562
2021-08-22 04:00:00,-2.495639316369246
2021-08-22 04:15:00,-2.4388450668645287
2021-08-22 04:30:00,-2.396554341372175
2021-08-22 04:45:00,-2.386408433978352
2021-08-22 05:00:00,-2.289714921248004
2021-08-22 05:15:00,-2.24036161111649
2021-08-22 05:30:00,-2.211182292608237
2021-08-22 05:45:00,-2.122233909298906
2021-08-22 06:00:00,-2.0959559100465555
2021-08-22 06:15:00,-2.02857371246625
2021-08-22 06:30:00,-2.0030625146600545
2021-08-22 06:45:00,-1.932836568924709
2021-08-22 07:00:00,-1.8742946416837776
2021-08-22 07:15:00,-1.7856567916545534
2021-08-22 07:30:00,-1.717575576489723
2021-08-22 07:45:00,-1.7057960009338549
2021-08-22 08:00:00,-1.614413964503522
2021-08-22 08:15:00,-1.5559061125355813
2021-08-22 08:30:00,-1.451129715786974
2021-08-22 08:45:00,-1.3998022409392112
2021-08-22 09:00:00,-1.3010321956094535
2021-08-22 09:15:00,-1.1919815462917809
2021-08-22 09:30:00,-1.1048876111875028
2021-08-22 09:45:00,-0.9391693840104512
2021-08-22 10:00:00,-0.8014429590266676
2021-08-22 10:15:00,-0.679549723898932
2021-08-22 10:30:00,-0.519089026272299
2021-08-22 10:45:00,-0.3727671936532027
2021-08-22 11:00:00,-0.2180356078471127
2021-08-22 11:15:00,-0.0393165285495444
2021-08-22 11:30:00,0.1356039487418827
2021-08-22 11:45:00,0.3344329814694747
2021-08-22 12:00:00,0.450604293449199
2021-08-22 12:15:00,0.4752608633723517
2021-08-22 12:30:00,-545.4019301007517
2021-08-22 12:45:00,-743.5462112205815
2021-08-22 13:00:00,-518.563645347597
2021-08-22 13:15:00,-699.0796929358609
2021-08-22 13:30:00,-929.9059211894632
2021-08-22 13:45:00,-4507.254939148026
2021-08-22 14:00:00,-2492.4042439637187
2021-08-22 14:15:00,-326.9859497070481
2021-08-22 14:30:00,-8.531157806852093
2021-08-22 14:45:00,-7.351103615631405
2021-08-22 15:00:00,-971.0788117854664
2021-08-22 15:15:00,-106.93464092609636
2021-08-22 15:30:00,-1108.3188678313363
2021-08-22 15:45:00,-1559.1804508856612
2021-08-22 16:00:00,-901.7123855766628
2021-08-22 16:15:00,-516.367135073179
2021-08-22 16:30:00,-695.0537758371636
2021-08-22 16:45:00,-1321.111944281195
2021-08-22 17:00:00,-866.746973549901
2021-08-22 17:15:00,-543.6456411508223
2021-08-22 17:30:00,-1003.9903926137206
2021-08-22 17:45:00,-397.98348213822135
2021-08-22 18:00:00,-572.0355467482905
2021-08-22 18:15:00,-3232.241781595324
2021-08-22 18:30:00,-404.47946063967646
2021-08-22 18:45:00,-1290.0590951609329
2021-08-22 19:00:00,-1416.231254949617
2021-08-22 19:15:00,-900.9934635437752
2021-08-22 19:30:00,-768.4249157412999
2021-08-22 19:45:00,-432.08026751647344
2021-08-22 20:00:00,-396.07821172562456
2021-08-22 20:15:00,-221.8362529126925
2021-08-22 20:30:00,-75.74467349189267
2021-08-22 20:45:00,-27.837927878430897
2021-08-22 21:00:00,-18.74025512662419
2021-08-22 21:15:00,-6.839537662688708
2021-08-22 21:30:00,-6.482045935113292
2021-08-22 21:45:00,-5.909865284876566
2021-08-22 22:00:00,-5.71044534203079
2021-08-22 22:15:00,-5.331947875453357
2021-08-22 22:30:00,-5.072661281416616
2021-08-22 22:45:00,-4.822290828625115
2021-08-22 23:00:00,-4.812425984248575
2021-08-22 23:15:00,-4.622613084952227
2021-08-22 23:30:00,-4.386500900137354
2021-08-22 23:45:00,-4.176303887964379
2021-08-23 00:00:00,-4.048410555521615
2021-08-23 00:15:00,-3.93848635430464
2021-08-23 00:30:00,-3.858954686220829
2021-08-23 00:45:00,-3.736325356208933
2021-08-23 01:00:00,-3.6189808080785633
2021-08-23 01:15:00,-3.605592406051024
2021-08-23 01:30:00,-3.402763744586781
2021-08-23 01:45:00,-3.2980272450285324
2021-08-23 02:00:00,-3.230391665343557
2021-08-23 02:15:00,-3.116228338730952
2021-08-23 02:30:00,-3.005955954626947
2021-08-23 02:45:00,-2.97418600578389
2021-08-23 03:00:00,-2.9000231349508057
2021-08-23 03:15:00,-2.799925809337072
2021-08-23 03:30:00,-2.6868144734880897
2021-08-23 03:45:00,-2.595828014616067
2021-08-23 04:00:00,-2.613129850713208
2021-08-23 04:15:00,-2.537224105516701
2021-08-23 04:30:00,-2.432422761677846
2021-08-23 04:45:00,-2.365824914919999
2021-08-23 05:00:00,-2.216198069597283
2021-08-23 05:15:00,-2.1968853596867217
2021-08-23 05:30:00,-2.188749615914012
2021-08-23 05:45:00,-2.086981561887031
2021-08-23 06:00:00,-2.0687370268403376
2021-08-23 06:15:00,-1.9992036489067533
2021-08-23 06:30:00,-1.9599910382774668
2021-08-23 06:45:00,-1.918472303557717
2021-08-23 07:00:00,-1.915847495944058
2021-08-23 07:15:00,-1.7995290378740094
2021-08-23 07:30:00,-1.757624059762366
2021-08-23 07:45:00,-1.6798326561108083
2021-08-23 08:00:00,-1.5845471512128826
2021-08-23 08:15:00,-1.5229235829264864
2021-08-23 08:30:00,-1.4528849647935846
2021-08-23 08:45:00,-1.3762793155217488
2021-08-23 09:00:00,-1.2794762865334817
2021-08-23 09:15:00,-1.1963508394175564
2021-08-23 09:30:00,-1.154364845395324
2021-08-23 09:45:00,-1.1342285680504582
2021-08-23 10:00:00,-0.9560455011218256
2021-08-23 10:15:00,-0.8625613740769354
2021-08-23 10:30:00,-0.7434429923404589
2021-08-23 10:45:00,-0.5256922990824817
2021-08-23 11:00:00,-0.3417171662900144
2021-08-23 11:15:00,-0.1420814841935417
2021-08-23 11:30:00,-0.0070546248008494
2021-08-23 11:45:00,0.1515629724772538
2021-08-23 12:00:00,0.2778173164377913
2021-08-23 12:15:00,0.4490664810943929
2021-08-23 12:30:00,0.5634282332498283
2021-08-23 12:45:00,0.6495808244706357
2021-08-23 13:00:00,0.7529010569386102
2021-08-23 13:15:00,-35.729075140232005
2021-08-23 13:30:00,-391.0931404121945
2021-08-23 13:45:00,-15.334291151442605
2021-08-23 14:00:00,-15.056453175104007
2021-08-23 14:15:00,-13.482819748681552
2021-08-23 14:30:00,-12.298172232496752
2021-08-23 14:45:00,-11.89231942778826
2021-08-23 15:00:00,-12.316545396943086
2021-08-23 15:15:00,-24.60014499545461
2021-08-23 15:30:00,-24.42610158180113
2021-08-23 15:45:00,-1.7253918372047972
2021-08-23 16:00:00,-0.5279166886140589
2021-08-23 16:15:00,-0.4665152913504758
2021-08-23 16:30:00,-0.4477518382200112
2021-08-23 16:45:00,-0.4571125812999816
2021-08-23 17:00:00,-0.4455637850974673
2021-08-23 17:15:00,-0.4729904289321643
2021-08-23 17:30:00,-0.5156616357991695
2021-08-23 17:45:00,-0.5574123135270586
2021-08-23 18:00:00,-0.6090618771443915
2021-08-23 18:15:00,26.779664959752267
2021-08-23 18:30:00,-1339.667763255538
2021-08-23 18:45:00,-444.9410930680764
2021-08-23 19:00:00,-349.6380518227062
2021-08-23 19:15:00,-64.50981861014638
2021-08-23 19:30:00,-28.305119850459803
2021-08-23 19:45:00,-16.085538874922968
2021-08-23 20:00:00,-6.376092655922648
2021-08-23 20:15:00,-5.906905322422579
2021-08-23 20:30:00,-5.669482357698209
2021-08-23 20:45:00,-5.388220310095995
2021-08-23 21:00:00,-5.087019975118254
2021-08-23 21:15:00,-4.814709119335312
2021-08-23 21:30:00,-4.74548126460443
2021-08-23 21:45:00,-4.504388029258873
2021-08-23 22:00:00,-4.329429212856595
2021-08-23 22:15:00,-4.252715169150164
2021-08-23 22:30:00,-3.941137037689826
2021-08-23 22:45:00,-3.878410651125322
2021-08-23 23:00:00,-3.652078494104929
2021-08-23 23:15:00,-3.550720044087736
2021-08-23 23:30:00,-3.38660408671452
2021-08-23 23:45:00,-3.30360444352352
2021-08-24 00:00:00,-3.1111485901991283
2021-08-24 00:15:00,-3.100086568315066
2021-08-24 00:30:00,-3.000624813308852
2021-08-24 00:45:00,-2.91989570502847
2021-08-24 01:00:00,-2.74683137287662
2021-08-24 01:15:00,-2.661523576186014
2021-08-24 01:30:00,-2.5993701208898465
2021-08-24 01:45:00,-2.530676433790538
2021-08-24 02:00:00,-2.494031921723298
2021-08-24 02:15:00,-2.439057817949421
2021-08-24 02:30:00,-2.326585158004995
2021-08-24 02:45:00,-2.2431677700042214
2021-08-24 03:00:00,-2.22595894599914
2021-08-24 03:15:00,-2.1873225937722216
2021-08-24 03:30:00,-2.1497776510220743
2021-08-24 03:45:00,-2.063777089317437
2021-08-24 04:00:00,-2.0241066083142307
2021-08-24 04:15:00,-1.984741470886992
2021-08-24 04:30:00,-1.932019771697296
2021-08-24 04:45:00,-1.9556768088225005
2021-08-24 05:00:00,-1.9524733391724949
2021-08-24 05:15:00,-1.908762675709204
2021-08-24 05:30:00,-1.8845599917371725
2021-08-24 05:45:00,-1.785427389973106
2021-08-24 06:00:00,-1.7408675676855845
2021-08-24 06:15:00,-1.72513174348017
2021-08-24 06:30:00,-1.7151576632670331
2021-08-24 06:45:00,-1.675070813758199
2021-08-24 07:00:00,-1.7014879402723977
2021-08-24 07:15:00,-1.6115888131360852
2021-08-24 07:30:00,-1.5191536867415794
2021-08-24 07:45:00,-1.4835921960571226
2021-08-24 08:00:00,-1.4026570841661583
2021-08-24 08:15:00,-1.3319993300455537
2021-08-24 08:30:00,-1.1868807943693134
2021-08-24 08:45:00,-1.1388695299425122
2021-08-24 09:00:00,-1.0909476043583877
2021-08-24 09:15:00,-1.0116803139935542
2021-08-24 09:30:00,-0.9161448983732128
2021-08-24 09:45:00,-0.8163740487132094
2021-08-24 10:00:00,-0.6923634100126015
2021-08-24 10:15:00,-0.5034164875536055
2021-08-24 10:30:00,-0.3623228999411425
2021-08-24 10:45:00,-0.181997659044401
2021-08-24 11:00:00,-0.0450547710126921
2021-08-24 11:15:00,0.123760673338227
2021-08-24 11:30:00,0.2595111261737996
2021-08-24 11:45:00,0.3516950814549039
2021-08-24 12:00:00,0.3813622369837807
2021-08-24 12:15:00,0.3541483206851482
2021-08-24 12:30:00,0.3414027515550391
2021-08-24 12:45:00,-266.89510818175745
2021-08-24 13:00:00,-845.9215378689478
2021-08-24 13:15:00,-533.5725705638982
2021-08-24 13:30:00,-327.85242146721805
2021-08-24 13:45:00,-161.75234831902085
2021-08-24 14:00:00,-180.7902047408
2021-08-24 14:15:00,-338.2601134159001
2021-08-24 14:30:00,-2960.009650151528
2021-08-24 14:45:00,-2955.513254580737
2021-08-24 15:00:00,-2039.3217393429363
2021-08-24 15:15:00,-2108.5818558959195
2021-08-24 15:30:00,-2354.948835632485
2021-08-24 15:45:00,-2747.574857304546
2021-08-24 16:00:00,-2298.2790024008127
2021-08-24 16:15:00,-2396.8781852548145
2021-08-24 16:30:00,-2284.559141295394
2021-08-24 16:45:00,-1908.3905984955773
2021-08-24 17:00:00,-1635.8402912024778
2021-08-24 17:15:00,-789.6609729248906
2021-08-24 17:30:00,-243.5696649066361
2021-08-24 17:45:00,-36.42352794240782
2021-08-24 18:00:00,-8.43667818615829
2021-08-24 18:15:00,-8.273255825453896
2021-08-24 18:30:00,-8.259298216949025
2021-08-24 18:45:00,-7.7664274803244755
2021-08-24 19:00:00,-7.57571758855584
2021-08-24 19:15:00,-7.644681053475491
2021-08-24 19:30:00,-7.137079651456747
2021-08-24 19:45:00,-6.769648724742415
2021-08-24 20:00:00,-6.704117599454508
2021-08-24 20:15:00,-6.283138214311875
2021-08-24 20:30:00,-5.947605019915894
2021-08-24 20:45:00,-5.725322192919607
2021-08-24 21:00:00,-5.400758800406053
2021-08-24 21:15:00,-5.1955524799814725
2021-08-24 21:30:00,-5.046465974789962
2021-08-24 21:45:00,-4.747936285543882
2021-08-24 22:00:00,-4.638086413478846
2021-08-24 22:15:00,-4.449102641432872
2021-08-24 22:30:00,-4.288223841065864
2021-08-24 22:45:00,-4.053522267716667
2021-08-24 23:00:00,-4.062384880668184
2021-08-24 23:15:00,-3.898168089976856
2021-08-24 23:30:00,-3.7501745991226616
2021-08-24 23:45:00,-3.5983492593199244
2021-08-25 00:00:00,-3.457849058591196
2021-08-25 00:15:00,-3.336987267678688
2021-08-25 00:30:00,-3.270729626977092
2021-08-25 00:45:00,-3.265406244021104
2021-08-25 01:00:00,-3.1090681406051703
2021-08-25 01:15:00,-3.1173581156516303
2021-08-25 01:30:00,-3.0513808828000104
2021-08-25 01:45:00,-2.960132662975256
2021-08-25 02:00:00,-2.845613223203135
2021-08-25 02:15:00,-2.764854563659548
2021-08-25 02:30:00,-2.7072405704775195
2021-08-25 02:45:00,-2.629820273987548
2021-08-25 03:00:00,-2.5607643386005976
2021-08-25 03:15:00,-2.4704213528357446
2021-08-25 03:30:00,-2.391956134901795
2021-08-25 03:45:00,-2.349117707820499
2021-08-25 04:00:00,-2.3091885225748525
2021-08-25 04:15:00,-2.200825563914805
2021-08-25 04:30:00,-2.205606313025791
2021-08-25 04:45:00,-2.116901753827507
2021-08-25 05:00:00,-2.112600594382992
2021-08-25 05:15:00,-2.050300235247012
2021-08-25 05:30:00,-2.0102670753071026
2021-08-25 05:45:00,-1.975208361139296
2021-08-25 06:00:00,-1.887386123133932
2021-08-25 06:15:00,-1.8607786720430128
2021-08-25 06:30:00,-1.8307488788384096
2021-08-25 06:45:00,-1.7952833542560698
2021-08-25 07:00:00,-1.747831769929438
2021-08-25 07:15:00,-1.741403483292238
2021-08-25 07:30:00,-1.689491129103064
2021-08-25 07:45:00,-1.625054453319527
2021-08-25 08:00:00,-1.5759677208106626
2021-08-25 08:15:00,-1.5587608879812926
2021-08-25 08:30:00,-1.5587918414377209
2021-08-25 08:45:00,-1.4487212897357045
2021-08-25 09:00:00,-1.4092490705330554
2021-08-25 09:15:00,-1.3442045263192917
2021-08-25 09:30:00,-1.2528717580512991
2021-08-25 09:45:00,-1.1611529779866143
2021-08-25 10:00:00,-1.006577466682597
2021-08-25 10:15:00,-0.8980265004592511
2021-08-25 10:30:00,-0.7793242576080327
2021-08-25 10:45:00,-0.6534005327314172
2021-08-25 11:00:00,-0.4060188497130063
2021-08-25 11:15:00,-0.2047836403410438
2021-08-25 11:30:00,-0.0334811191783261
2021-08-25 11:45:00,0.1447456967333899
2021-08-25 12:00:00,0.2035558742824212
2021-08-25 12:15:00,0.3104476502857001
2021-08-25 12:30:00,-1509.3451288557435
2021-08-25 12:45:00,-93.68280797697834
2021-08-25 13:00:00,-342.5193505653207
2021-08-25 13:15:00,-920.5226465093748
2021-08-25 13:30:00,-822.8568939575046
2021-08-25 13:45:00,-1060.335018382592
2021-08-25 14:00:00,-4802.408823043453
2021-08-25 14:15:00,-2339.8376630235334
2021-08-25 14:30:00,-624.9554506460479
2021-08-25 14:45:00,-1870.325040664379
2021-08-25 15:00:00,-2311.130812390555
2021-08-25 15:15:00,-2513.875002400925
2021-08-25 15:30:00,-2878.025905255758
2021-08-25 15:45:00,-2864.6327734904226
2021-08-25 16:00:00,-2368.970352234272
2021-08-25 16:15:00,-2048.789189890911
2021-08-25 16:30:00,-2306.645850725484
2021-08-25 16:45:00,-1892.120772928932
2021-08-25 17:00:00,-1521.6631853457127
2021-08-25 17:15:00,-1253.047345928842
2021-08-25 17:30:00,-1023.62098711172
2021-08-25 17:45:00,-894.2729100028614
2021-08-25 18:00:00,-19.009920430273
2021-08-25 18:15:00,-17.168426490663048
2021-08-25 18:30:00,-16.138593848706794
2021-08-25 18:45:00,-15.016316937007096
2021-08-25 19:00:00,-14.137620371453188
2021-08-25 19:15:00,-13.098317141158256
2021-08-25 19:30:00,-14.24315866498987
2021-08-25 19:45:00,-14.931690918151832
2021-08-25 20:00:00,-14.182509905837277
2021-08-25 20:15:00,-13.662587846056796
2021-08-25 20:30:00,-13.522342191264515
2021-08-25 20:45:00,-12.731379099340252
2021-08-25 21:00:00,-12.69643043436518
2021-08-25 21:15:00,-12.123906540110209
2021-08-25 21:30:00,-11.486880425117732
2021-08-25 21:45:00,-11.201063657220232
2021-08-25 22:00:00,-10.527981704976954
2021-08-25 22:15:00,-10.010429399043854
2021-08-25 22:30:00,-9.668386785478129
2021-08-25 22:45:00,-9.010961961308224
2021-08-25 23:00:00,-8.629167926768721
2021-08-25 23:15:00,-8.298646678255436
2021-08-25 23:30:00,-8.011077662657968
2021-08-25 23:45:00,-7.652439018459741
2021-08-26 00:00:00,-7.398509007810305
2021-08-26 00:15:00,-7.064487560432104
2021-08-26 00:30:00,-6.429576363448447
2021-08-26 00:45:00,-6.439164540616345
2021-08-26 01:00:00,-6.493326036793353
2021-08-26 01:15:00,-5.932263694126862
2021-08-26 01:30:00,-5.322889371829903
2021-08-26 01:45:00,-5.115242908382021
2021-08-26 02:00:00,-4.874642336843447
2021-08-26 02:15:00,-4.732935848719415
2021-08-26 02:30:00,-4.676830129652583
2021-08-26 02:45:00,-4.515379576683685
2021-08-26 03:00:00,
2021-08-26 03:15:00,-4.219250080010806
2021-08-26 03:30:00,-4.297189820875605
2021-08-26 03:45:00,-4.3330304845877485
2021-08-26 04:00:00,-4.117850014532894
2021-08-26 04:15:00,-4.011173889655724
2021-08-26 04:30:00,-3.974762068358298
2021-08-26 04:45:00,-3.880809845168241
2021-08-26 05:00:00,-3.6747252285212064
2021-08-26 05:15:00,-3.6861272086664
2021-08-26 05:30:00,-3.4532640994958577
2021-08-26 05:45:00,-3.2597659397527203
2021-08-26 06:00:00,-3.201382531732525
2021-08-26 06:15:00,-3.115875466211292
2021-08-26 06:30:00,-2.96613884420347
2021-08-26 06:45:00,-2.8706504093012817
2021-08-26 07:00:00,-2.7449206039407312
2021-08-26 07:15:00,-2.6009605026601803
2021-08-26 07:30:00,-2.4587592393150066
2021-08-26 07:45:00,-2.3605736524704457
2021-08-26 08:00:00,-2.187066173434643
2021-08-26 08:15:00,-1.9668765869439424
2021-08-26 08:30:00,-1.5105276279242286
2021-08-26 08:45:00,-1.2835019918493689
2021-08-26 09:00:00,-0.960803504073992
2021-08-26 09:15:00,-0.6182526148693677
2021-08-26 09:30:00,-0.487335427180197
2021-08-26 09:45:00,-0.5534525176198032
2021-08-26 10:00:00,-0.262931781683998
2021-08-26 10:15:00,-225.8848953141052
2021-08-26 10:30:00,-3603.069637255598
2021-08-26 10:45:00,-4532.363134814865
2021-08-26 11:00:00,
2021-08-26 11:15:00,
2021-08-26 11:30:00,
2021-08-26 11:45:00,
2021-08-26 12:00:00,
2021-08-26 12:15:00,
2021-08-26 12:30:00,
2021-08-26 12:45:00,-2966.882930643837
2021-08-26 13:00:00,-3571.976087590608
2021-08-26 13:15:00,-3508.2257203162844
2021-08-26 13:30:00,-3036.549376597969
2021-08-26 13:45:00,-2767.5928270392687
2021-08-26 14:00:00,-2886.9364667452214
2021-08-26 14:15:00,-1872.2181221177443
2021-08-26 14:30:00,-938.3532809704176
2021-08-26 14:45:00,-877.3473477257161
2021-08-26 15:00:00,-674.8675254891367
2021-08-26 15:15:00,-876.0731388495891
2021-08-26 15:30:00,-811.7927008719593
2021-08-26 15:45:00,-2687.0960810433508
2021-08-26 16:00:00,-1418.5392890545934
2021-08-26 16:15:00,-1377.248353891392
2021-08-26 16:30:00,-1426.518904000582
2021-08-26 16:45:00,-1168.2903273172935
2021-08-26 17:00:00,
2021-08-26 17:15:00,
2021-08-26 17:30:00,
2021-08-26 17:45:00,
2021-08-26 18:00:00,
2021-08-26 18:15:00,
2021-08-26 18:30:00,
2021-08-26 18:45:00,
2021-08-26 19:00:00,
2021-08-26 19:15:00,
2021-08-26 19:30:00,
2021-08-26 19:45:00,
2021-08-26 20:00:00,
2021-08-26 20:15:00,
2021-08-26 20:30:00,
2021-08-26 20:45:00,-15.44984967926893
2021-08-26 21:00:00,-14.426567378334944
2021-08-26 21:15:00,-1754.585844496658
2021-08-26 21:30:00,-424.8372975083011
2021-08-26 21:45:00,-5.891283458284907
2021-08-26 22:00:00,-745.7733456602979
2021-08-26 22:15:00,-466.3500691282092
2021-08-26 22:30:00,-602.5238580597362
2021-08-26 22:45:00,-446.40572698580223
2021-08-26 23:00:00,-15.98928267955308
2021-08-26 23:15:00,-15.681603562516427
2021-08-26 23:30:00,-15.261693318192377
2021-08-26 23:45:00,-1381.8522830604484
2021-08-27 00:00:00,-263.9502429585392
2021-08-27 00:15:00,-5.551091102411949
2021-08-27 00:30:00,-866.2482578428011
2021-08-27 00:45:00,-23.40008839684137
2021-08-27 01:00:00,-861.9409367865833
2021-08-27 01:15:00,-48.97821386279429
2021-08-27 01:30:00,-837.2290085952692
2021-08-27 01:45:00,-16.044679560629298
2021-08-27 02:00:00,-15.903341164433554
2021-08-27 02:15:00,-1562.9441037797303
2021-08-27 02:30:00,-1110.211070606633
2021-08-27 02:45:00,-6.8849503361238416
2021-08-27 03:00:00,-418.2435213021594
2021-08-27 03:15:00,-290.39057698533423
2021-08-27 03:30:00,-757.3906892041138
2021-08-27 03:45:00,-201.7997686509728
2021-08-27 04:00:00,-807.0477604855421
2021-08-27 04:15:00,-100.85854253070744
2021-08-27 04:30:00,-750.0412074337099
2021-08-27 04:45:00,-62.65664853408322
2021-08-27 05:00:00,-1743.9972374270435
2021-08-27 05:15:00,-99.43800588426812
2021-08-27 05:30:00,-11.654534914924332
2021-08-27 05:45:00,-584.9310611041427
2021-08-27 06:00:00,-72.23521049976638
2021-08-27 06:15:00,-637.4287902978753
2021-08-27 06:30:00,-124.95774029949636
2021-08-27 06:45:00,-491.5109943877691
2021-08-27 07:00:00,-217.25228957620064
2021-08-27 07:15:00,-477.8731616564387
2021-08-27 07:30:00,-134.08218368347022
2021-08-27 07:45:00,-697.3105549121191
2021-08-27 08:00:00,-36.587724577173525
2021-08-27 08:15:00,-707.8538605114203
2021-08-27 08:30:00,-89.25190231210803
2021-08-27 08:45:00,-633.6408596234845
2021-08-27 09:00:00,-200.73692602409983
2021-08-27 09:15:00,-623.1152134827795
2021-08-27 09:30:00,-476.18421432020455
2021-08-27 09:45:00,-483.812289527014
2021-08-27 10:00:00,-749.5528519964608
2021-08-27 10:15:00,-2524.798277047202
2021-08-27 10:30:00,-3950.254602156155
2021-08-27 10:45:00,-3684.111256992428
2021-08-27 11:00:00,-2849.257084007821
2021-08-27 11:15:00,-2041.921935613315
2021-08-27 11:30:00,-1919.6014756543784
2021-08-27 11:45:00,-2284.220385917802
2021-08-27 12:00:00,-3179.586094587214
2021-08-27 12:15:00,-3375.164802533184
2021-08-27 12:30:00,-3547.676602097092
2021-08-27 12:45:00,
2021-08-27 13:00:00,
2021-08-27 13:15:00,
2021-08-27 13:30:00,
2021-08-27 13:45:00,
2021-08-27 14:00:00,
2021-08-27 14:15:00,
2021-08-27 14:30:00,
2021-08-27 14:45:00,
2021-08-27 15:00:00,
2021-08-27 15:15:00,
2021-08-27 15:30:00,
2021-08-27 15:45:00,
2021-08-27 16:00:00,
2021-08-27 16:15:00,
2021-08-27 16:30:00,
2021-08-27 16:45:00,
2021-08-27 17:00:00,
2021-08-27 17:15:00,
2021-08-27 17:30:00,
2021-08-27 17:45:00,
2021-08-27 18:00:00,
2021-08-27 18:15:00,
2021-08-27 18:30:00,
2021-08-27 18:45:00,
2021-08-27 19:00:00,
2021-08-27 19:15:00,
2021-08-27 19:30:00,
2021-08-27 19:45:00,
2021-08-27 20:00:00,
2021-08-27 20:15:00,-81.07750160452528
2021-08-27 20:30:00,-958.1971595913736
2021-08-27 20:45:00,-280.1413749523534
2021-08-27 21:00:00,-749.1551391074497
2021-08-27 21:15:00,-684.4020936721216
2021-08-27 21:30:00,-418.60755454415295
2021-08-27 21:45:00,-681.3402620704692
2021-08-27 22:00:00,-424.9173456399556
2021-08-27 22:15:00,-1173.6497825174229
2021-08-27 22:30:00,-104.19609694791323
2021-08-27 22:45:00,-1220.6444928967042
2021-08-27 23:00:00,-22.452699124380704
2021-08-27 23:15:00,-896.7980239495029
2021-08-27 23:30:00,-85.398628786658
2021-08-27 23:45:00,-854.9769428886956
2021-08-28 00:00:00,-127.41439362169103
2021-08-28 00:15:00,-757.8231878895612
2021-08-28 00:30:00,-139.22753159770156
2021-08-28 00:45:00,-607.0744113480214
2021-08-28 01:00:00,-220.23815302134253
2021-08-28 01:15:00,-723.1553879573536
2021-08-28 01:30:00,-415.5335578553583
2021-08-28 01:45:00,-644.6145748288392
2021-08-28 02:00:00,-869.2635185401119
2021-08-28 02:15:00,-449.8287686337423
2021-08-28 02:30:00,-993.633878053062
2021-08-28 02:45:00,-190.2815933824237
2021-08-28 03:00:00,-1171.8216297620634
2021-08-28 03:15:00,-40.84691829747969
2021-08-28 03:30:00,-963.3126561890696
2021-08-28 03:45:00,-55.63509898096311
2021-08-28 04:00:00,-771.1997810455865
2021-08-28 04:15:00,-114.3662147365872
2021-08-28 04:30:00,-601.9501672983689
2021-08-28 04:45:00,-223.2048430968211
2021-08-28 05:00:00,-590.9470534218547
2021-08-28 05:15:00,-331.9041305029707
2021-08-28 05:30:00,-574.3832909361196
