datetime,1A-SAT-1
2021-08-14 23:45:00,
2021-08-15 00:00:00,11.575646666666668
2021-08-15 00:15:00,11.64418
2021-08-15 00:30:00,11.605433333333334
2021-08-15 00:45:00,11.596613333333332
2021-08-15 01:00:00,11.693933333333332
2021-08-15 01:15:00,11.67376
2021-08-15 01:30:00,11.551386666666668
2021-08-15 01:45:00,11.683466666666668
2021-08-15 02:00:00,11.713573333333333
2021-08-15 02:15:00,11.524086666666667
2021-08-15 02:30:00,11.456273333333334
2021-08-15 02:45:00,11.543413333333332
2021-08-15 03:00:00,11.591093333333331
2021-08-15 03:15:00,11.71948
2021-08-15 03:30:00,11.67008
2021-08-15 03:45:00,11.537966666666668
2021-08-15 04:00:00,11.663773333333332
2021-08-15 04:15:00,11.696866666666669
2021-08-15 04:30:00,11.735513333333332
2021-08-15 04:45:00,11.709533333333331
2021-08-15 05:00:00,11.729893333333331
2021-08-15 05:15:00,11.562306666666666
2021-08-15 05:30:00,11.571033333333332
2021-08-15 05:45:00,11.477406666666669
2021-08-15 06:00:00,11.582406666666666
2021-08-15 06:15:00,11.581846666666667
2021-08-15 06:30:00,11.83162
2021-08-15 06:45:00,11.78778
2021-08-15 07:00:00,11.7654
2021-08-15 07:15:00,11.867533333333334
2021-08-15 07:30:00,11.984213333333336
2021-08-15 07:45:00,12.008866666666668
2021-08-15 08:00:00,12.02676
2021-08-15 08:15:00,11.95858
2021-08-15 08:30:00,11.718
2021-08-15 08:45:00,11.640946666666668
2021-08-15 09:00:00,11.65106
2021-08-15 09:15:00,11.590713333333332
2021-08-15 09:30:00,11.642733333333332
2021-08-15 09:45:00,11.602746666666668
2021-08-15 10:00:00,11.446366666666668
2021-08-15 10:15:00,11.406833333333331
2021-08-15 10:30:00,11.145486666666669
2021-08-15 10:45:00,11.164813333333331
2021-08-15 11:00:00,11.10668
2021-08-15 11:15:00,11.011793333333332
2021-08-15 11:30:00,11.084166666666668
2021-08-15 11:45:00,11.031153333333332
2021-08-15 12:00:00,10.96166
2021-08-15 12:15:00,10.858626666666668
2021-08-15 12:30:00,10.851333333333336
2021-08-15 12:45:00,10.87366
2021-08-15 13:00:00,10.917226666666666
2021-08-15 13:15:00,10.941306666666666
2021-08-15 13:30:00,10.856426666666666
2021-08-15 13:45:00,10.982773333333334
2021-08-15 14:00:00,10.977333333333332
2021-08-15 14:15:00,10.972293333333331
2021-08-15 14:30:00,10.920413333333332
2021-08-15 14:45:00,10.92324
2021-08-15 15:00:00,10.81134
2021-08-15 15:15:00,10.91926
2021-08-15 15:30:00,11.02086
2021-08-15 15:45:00,11.160166666666669
2021-08-15 16:00:00,11.131686666666669
2021-08-15 16:15:00,11.153386666666668
2021-08-15 16:30:00,11.12576
2021-08-15 16:45:00,11.167813333333331
2021-08-15 17:00:00,11.208366666666668
2021-08-15 17:15:00,11.3262
2021-08-15 17:30:00,11.36858
2021-08-15 17:45:00,11.4232
2021-08-15 18:00:00,11.458673333333332
2021-08-15 18:15:00,11.55484
2021-08-15 18:30:00,11.55886
2021-08-15 18:45:00,11.625113333333331
2021-08-15 19:00:00,11.575153333333333
2021-08-15 19:15:00,11.59202
2021-08-15 19:30:00,11.77758
2021-08-15 19:45:00,13.974613333333334
2021-08-15 20:00:00,15.316246666666666
2021-08-15 20:15:00,14.756166666666669
2021-08-15 20:30:00,13.72216
2021-08-15 20:45:00,13.203126666666666
2021-08-15 21:00:00,12.772673333333334
2021-08-15 21:15:00,12.503293333333334
2021-08-15 21:30:00,12.47234
2021-08-15 21:45:00,12.420393333333331
2021-08-15 22:00:00,12.17478
2021-08-15 22:15:00,12.14472
2021-08-15 22:30:00,11.987606666666666
2021-08-15 22:45:00,11.8107
2021-08-15 23:00:00,11.89172
2021-08-15 23:15:00,11.77592
2021-08-15 23:30:00,11.782146666666668
2021-08-15 23:45:00,11.676620000000002
2021-08-16 00:00:00,11.667226666666666
2021-08-16 00:15:00,11.61762
2021-08-16 00:30:00,11.605133333333333
2021-08-16 00:45:00,11.760773333333333
2021-08-16 01:00:00,11.852793333333333
2021-08-16 01:15:00,11.663346666666666
2021-08-16 01:30:00,11.633093333333331
2021-08-16 01:45:00,11.726546666666668
2021-08-16 02:00:00,11.70992
2021-08-16 02:15:00,11.619973333333332
2021-08-16 02:30:00,11.602713333333332
2021-08-16 02:45:00,11.72758
2021-08-16 03:00:00,11.474226666666668
2021-08-16 03:15:00,11.5623
2021-08-16 03:30:00,11.58342
2021-08-16 03:45:00,11.721026666666669
2021-08-16 04:00:00,11.741106666666669
2021-08-16 04:15:00,11.614066666666668
2021-08-16 04:30:00,11.659846666666663
2021-08-16 04:45:00,11.720426666666668
2021-08-16 05:00:00,11.705973333333333
2021-08-16 05:15:00,11.785426666666666
2021-08-16 05:30:00,11.80808
2021-08-16 05:45:00,11.583373333333332
2021-08-16 06:00:00,11.628346666666664
2021-08-16 06:15:00,11.56986
2021-08-16 06:30:00,11.490293333333334
2021-08-16 06:45:00,11.433726666666669
2021-08-16 07:00:00,11.653193333333332
2021-08-16 07:15:00,11.607973333333332
2021-08-16 07:30:00,11.78414
2021-08-16 07:45:00,11.903186666666668
2021-08-16 08:00:00,11.82044
2021-08-16 08:15:00,11.878346666666664
2021-08-16 08:30:00,11.72244
2021-08-16 08:45:00,11.774833333333332
2021-08-16 09:00:00,11.661806666666669
2021-08-16 09:15:00,11.767946666666663
2021-08-16 09:30:00,11.786606666666668
2021-08-16 09:45:00,11.69974
2021-08-16 10:00:00,11.79002
2021-08-16 10:15:00,11.671313333333334
2021-08-16 10:30:00,11.43476
2021-08-16 10:45:00,11.17192
2021-08-16 11:00:00,11.080133333333333
2021-08-16 11:15:00,11.092393333333332
2021-08-16 11:30:00,10.942953333333332
2021-08-16 11:45:00,10.802053333333332
2021-08-16 12:00:00,10.9863
2021-08-16 12:15:00,10.826373333333333
2021-08-16 12:30:00,10.79376
2021-08-16 12:45:00,10.594546666666668
2021-08-16 13:00:00,10.58576
2021-08-16 13:15:00,10.736786666666667
2021-08-16 13:30:00,10.578186666666666
2021-08-16 13:45:00,10.561686666666668
2021-08-16 14:00:00,10.55916
2021-08-16 14:15:00,10.628893333333334
2021-08-16 14:30:00,10.745066666666666
2021-08-16 14:45:00,10.928313333333334
2021-08-16 15:00:00,10.971313333333336
2021-08-16 15:15:00,10.881026666666664
2021-08-16 15:30:00,11.191793333333331
2021-08-16 15:45:00,10.91448
2021-08-16 16:00:00,10.804993333333334
2021-08-16 16:15:00,10.811553333333334
2021-08-16 16:30:00,10.795433333333332
2021-08-16 16:45:00,11.100033333333332
2021-08-16 17:00:00,11.042926666666666
2021-08-16 17:15:00,11.038346666666666
2021-08-16 17:30:00,10.95732
2021-08-16 17:45:00,11.056673333333332
2021-08-16 18:00:00,11.22982
2021-08-16 18:15:00,11.074906666666667
2021-08-16 18:30:00,11.191746666666669
2021-08-16 18:45:00,11.094666666666663
2021-08-16 19:00:00,11.156973333333331
2021-08-16 19:15:00,11.296633333333334
2021-08-16 19:30:00,11.32106
2021-08-16 19:45:00,11.38242
2021-08-16 20:00:00,11.392633333333333
2021-08-16 20:15:00,11.56198
2021-08-16 20:30:00,11.5842
2021-08-16 20:45:00,11.637513333333334
2021-08-16 21:00:00,11.650153333333332
2021-08-16 21:15:00,11.782373333333334
2021-08-16 21:30:00,11.785606666666666
2021-08-16 21:45:00,11.683486666666663
2021-08-16 22:00:00,11.735313333333332
2021-08-16 22:15:00,11.758646666666667
2021-08-16 22:30:00,11.717466666666668
2021-08-16 22:45:00,11.63996
2021-08-16 23:00:00,11.643846666666668
2021-08-16 23:15:00,11.560506666666669
2021-08-16 23:30:00,11.47226
2021-08-16 23:45:00,11.351526666666668
2021-08-17 00:00:00,11.489266666666667
2021-08-17 00:15:00,11.46836
2021-08-17 00:30:00,11.328746666666666
2021-08-17 00:45:00,11.3596
2021-08-17 01:00:00,11.502986666666668
2021-08-17 01:15:00,11.281386666666666
2021-08-17 01:30:00,11.420173333333333
2021-08-17 01:45:00,11.488773333333334
2021-08-17 02:00:00,11.474340000000002
2021-08-17 02:15:00,11.324826666666668
2021-08-17 02:30:00,11.419746666666668
2021-08-17 02:45:00,11.52156
2021-08-17 03:00:00,11.293273333333332
2021-08-17 03:15:00,11.19486
2021-08-17 03:30:00,11.29906
2021-08-17 03:45:00,11.28456
2021-08-17 04:00:00,11.358479999999998
2021-08-17 04:15:00,11.176853333333332
2021-08-17 04:30:00,11.246653333333336
2021-08-17 04:45:00,11.359553333333334
2021-08-17 05:00:00,11.31092
2021-08-17 05:15:00,11.19732
2021-08-17 05:30:00,11.31418
2021-08-17 05:45:00,11.16338
2021-08-17 06:00:00,11.33954
2021-08-17 06:15:00,11.335626666666666
2021-08-17 06:30:00,11.005133333333331
2021-08-17 06:45:00,11.20728
2021-08-17 07:00:00,11.013033333333334
2021-08-17 07:15:00,11.103626666666663
2021-08-17 07:30:00,11.13216
2021-08-17 07:45:00,11.191
2021-08-17 08:00:00,11.20526
2021-08-17 08:15:00,11.164173333333334
2021-08-17 08:30:00,11.138393333333331
2021-08-17 08:45:00,11.212406666666668
2021-08-17 09:00:00,11.006393333333332
2021-08-17 09:15:00,11.002853333333332
2021-08-17 09:30:00,11.15566
2021-08-17 09:45:00,11.08348
2021-08-17 10:00:00,11.401473333333334
2021-08-17 10:15:00,11.336713333333334
2021-08-17 10:30:00,11.305346666666669
2021-08-17 10:45:00,11.200373333333332
2021-08-17 11:00:00,11.261773333333334
2021-08-17 11:15:00,11.364846666666669
2021-08-17 11:30:00,11.3052
2021-08-17 11:45:00,11.241493333333333
2021-08-17 12:00:00,11.482326666666667
2021-08-17 12:15:00,11.376166666666668
2021-08-17 12:30:00,11.1589
2021-08-17 12:45:00,11.07216
2021-08-17 13:00:00,11.113853333333331
2021-08-17 13:15:00,11.113953333333331
2021-08-17 13:30:00,11.033853333333331
2021-08-17 13:45:00,10.901306666666668
2021-08-17 14:00:00,10.841286666666669
2021-08-17 14:15:00,10.89002
2021-08-17 14:30:00,11.228386666666667
2021-08-17 14:45:00,11.179813333333334
2021-08-17 15:00:00,11.321266666666666
2021-08-17 15:15:00,11.16904
2021-08-17 15:30:00,11.155333333333331
2021-08-17 15:45:00,11.165413333333332
2021-08-17 16:00:00,11.11614
2021-08-17 16:15:00,11.016593333333333
2021-08-17 16:30:00,10.936793333333332
2021-08-17 16:45:00,11.000373333333332
2021-08-17 17:00:00,12.216193333333331
2021-08-17 17:15:00,13.038713333333334
2021-08-17 17:30:00,13.056406666666668
2021-08-17 17:45:00,12.656166666666667
2021-08-17 18:00:00,12.481906666666667
2021-08-17 18:15:00,12.357973333333332
2021-08-17 18:30:00,12.2633
2021-08-17 18:45:00,12.16958
2021-08-17 19:00:00,13.53286
2021-08-17 19:15:00,15.182813333333334
2021-08-17 19:30:00,15.432753333333332
2021-08-17 19:45:00,15.123466666666667
2021-08-17 20:00:00,13.967413333333331
2021-08-17 20:15:00,13.207466666666669
2021-08-17 20:30:00,12.78034
2021-08-17 20:45:00,12.61002
2021-08-17 21:00:00,12.354013333333334
2021-08-17 21:15:00,12.28172
2021-08-17 21:30:00,12.11842
2021-08-17 21:45:00,11.973273333333331
2021-08-17 22:00:00,12.036646666666666
2021-08-17 22:15:00,11.7627
2021-08-17 22:30:00,11.726026666666666
2021-08-17 22:45:00,11.707986666666669
2021-08-17 23:00:00,11.61854
2021-08-17 23:15:00,11.631939999999998
2021-08-17 23:30:00,11.676619999999998
2021-08-17 23:45:00,11.468053333333334
2021-08-18 00:00:00,11.67612
2021-08-18 00:15:00,11.754193333333331
2021-08-18 00:30:00,11.632866666666668
2021-08-18 00:45:00,11.675826666666667
2021-08-18 01:00:00,11.70304
2021-08-18 01:15:00,11.63806
2021-08-18 01:30:00,11.53924
2021-08-18 01:45:00,11.662433333333333
2021-08-18 02:00:00,11.596613333333332
2021-08-18 02:15:00,11.564186666666668
2021-08-18 02:30:00,11.704553333333331
2021-08-18 02:45:00,11.6208
2021-08-18 03:00:00,11.496133333333336
2021-08-18 03:15:00,11.658206666666668
2021-08-18 03:30:00,11.698206666666666
2021-08-18 03:45:00,11.66542
2021-08-18 04:00:00,11.70396
2021-08-18 04:15:00,11.56446
2021-08-18 04:30:00,11.65884
2021-08-18 04:45:00,11.508973333333332
2021-08-18 05:00:00,11.68718
2021-08-18 05:15:00,11.523193333333332
2021-08-18 05:30:00,11.788473333333334
2021-08-18 05:45:00,11.657373333333334
2021-08-18 06:00:00,11.688586666666668
2021-08-18 06:15:00,11.531873333333332
2021-08-18 06:30:00,11.703399999999998
2021-08-18 06:45:00,11.765946666666668
2021-08-18 07:00:00,11.7979875
2021-08-18 07:15:00,11.720321428571427
2021-08-18 07:30:00,11.866193333333332
2021-08-18 07:45:00,11.872146666666668
2021-08-18 08:00:00,11.846826666666669
2021-08-18 08:15:00,11.868086666666668
2021-08-18 08:30:00,11.858613333333333
2021-08-18 08:45:00,11.822493333333334
2021-08-18 09:00:00,11.945826666666669
2021-08-18 09:15:00,11.851146666666668
2021-08-18 09:30:00,11.92208
2021-08-18 09:45:00,11.736813333333334
2021-08-18 10:00:00,11.87016
2021-08-18 10:15:00,11.74166
2021-08-18 10:30:00,11.831606666666666
2021-08-18 10:45:00,11.602773333333332
2021-08-18 11:00:00,11.3734
2021-08-18 11:15:00,11.210773333333332
2021-08-18 11:30:00,11.17646
2021-08-18 11:45:00,11.295233333333334
2021-08-18 12:00:00,11.172893333333333
2021-08-18 12:15:00,10.935813333333334
2021-08-18 12:30:00,11.099773333333331
2021-08-18 12:45:00,11.231093333333332
2021-08-18 13:00:00,11.503513333333332
2021-08-18 13:15:00,11.0066
2021-08-18 13:30:00,11.073193333333332
2021-08-18 13:45:00,11.07546
2021-08-18 14:00:00,11.1033
2021-08-18 14:15:00,11.160073333333331
2021-08-18 14:30:00,11.312413333333332
2021-08-18 14:45:00,11.3677
2021-08-18 15:00:00,11.342153333333332
2021-08-18 15:15:00,11.356326666666666
2021-08-18 15:30:00,11.427313333333334
2021-08-18 15:45:00,11.40832
2021-08-18 16:00:00,11.39378
2021-08-18 16:15:00,11.87206
2021-08-18 16:30:00,11.529606666666666
2021-08-18 16:45:00,11.402413333333334
2021-08-18 17:00:00,11.490813333333334
2021-08-18 17:15:00,11.419726666666666
2021-08-18 17:30:00,11.565913333333333
2021-08-18 17:45:00,11.763466666666666
2021-08-18 18:00:00,12.382293333333331
2021-08-18 18:15:00,13.579813333333334
2021-08-18 18:30:00,12.930926666666666
2021-08-18 18:45:00,12.722473333333332
