datetime,1A-Th-Chilled Water
2021-08-21 10:30:00,-1102.5415378338114
2021-08-21 10:45:00,-1341.7102824734343
2021-08-21 11:00:00,-1345.7854235362802
2021-08-21 11:15:00,-1225.3496572927038
2021-08-21 11:30:00,-1407.6140166094656
2021-08-21 11:45:00,-1137.9889445788278
2021-08-21 12:00:00,-1085.2347030324977
2021-08-21 12:15:00,-1249.9510161698531
2021-08-21 12:30:00,-1193.701827750407
2021-08-21 12:45:00,-1449.1111614037272
2021-08-21 13:00:00,-1398.6882722197497
2021-08-21 13:15:00,-1403.2840109614765
2021-08-21 13:30:00,-1370.5564374455012
2021-08-21 13:45:00,-1350.6868340762226
2021-08-21 14:00:00,-1398.2694227718466
2021-08-21 14:15:00,-1234.4790172069945
2021-08-21 14:30:00,-1264.3446963676026
2021-08-21 14:45:00,-1158.0261408316137
2021-08-21 15:00:00,-1212.916070257715
2021-08-21 15:15:00,-1326.2763345990525
2021-08-21 15:30:00,-1107.063040471283
2021-08-21 15:45:00,-1138.0668006959288
2021-08-21 16:00:00,-1401.2139827608169
2021-08-21 16:15:00,-1400.9772581233449
2021-08-21 16:30:00,-1090.6170367013906
2021-08-21 16:45:00,-1336.6624800261748
2021-08-21 17:00:00,-1204.1473265002282
2021-08-21 17:15:00,-1205.3405923338114
2021-08-21 17:30:00,-1390.2565143895229
2021-08-21 17:45:00,-1171.3075131565854
2021-08-21 18:00:00,-1225.7760959933453
2021-08-21 18:15:00,-1074.9886938662708
2021-08-21 18:30:00,-1073.160611751878
2021-08-21 18:45:00,-1064.0799498061774
2021-08-21 19:00:00,-1039.903591647798
2021-08-21 19:15:00,-1064.338790107672
2021-08-21 19:30:00,-751.2033969535306
2021-08-21 19:45:00,-1327.87915813396
2021-08-21 20:00:00,
2021-08-21 20:15:00,-626.887626433932
2021-08-21 20:30:00,-891.8449325407784
2021-08-21 20:45:00,-676.5742908544131
2021-08-21 21:00:00,-860.3191554500432
2021-08-21 21:15:00,-833.6619762924053
2021-08-21 21:30:00,-707.6806231738702
2021-08-21 21:45:00,-795.5341088200296
2021-08-21 22:00:00,-662.5016607137846
2021-08-21 22:15:00,-8.586751474017465
2021-08-21 22:30:00,0.1034717569214522
2021-08-21 22:45:00,0.095284443086227
2021-08-21 23:00:00,0.0837982754219512
2021-08-21 23:15:00,0.0751458921944762
2021-08-21 23:30:00,0.0695062440582516
2021-08-21 23:45:00,0.0623986869801485
2021-08-22 00:00:00,0.0574826148143818
2021-08-22 00:15:00,0.0529176831925776
2021-08-22 00:30:00,0.0488072995574827
2021-08-22 00:45:00,0.045597743251135
2021-08-22 01:00:00,0.042180410703167
2021-08-22 01:15:00,0.03909085272406
2021-08-22 01:30:00,0.0368201574883778
2021-08-22 01:45:00,0.0340716945537727
2021-08-22 02:00:00,0.0306734909964873
2021-08-22 02:15:00,0.0296923747897966
2021-08-22 02:30:00,0.0294414280375819
2021-08-22 02:45:00,0.028944814966762
2021-08-22 03:00:00,0.0282701032914835
2021-08-22 03:15:00,0.0268629807871407
2021-08-22 03:30:00,0.0262317589310789
2021-08-22 03:45:00,0.0256009082982004
2021-08-22 04:00:00,0.0249366554239284
2021-08-22 04:15:00,0.0258922008491377
2021-08-22 04:30:00,0.0260122373631858
2021-08-22 04:45:00,0.0276037129859875
2021-08-22 05:00:00,-0.1574556002920188
2021-08-22 05:15:00,-1072.6376603784165
2021-08-22 05:30:00,-586.6781175508378
2021-08-22 05:45:00,-865.1632096026508
2021-08-22 06:00:00,-735.5075776513469
2021-08-22 06:15:00,-964.9412522157256
2021-08-22 06:30:00,-997.0575156529958
2021-08-22 06:45:00,-672.1367587024407
2021-08-22 07:00:00,-871.1399516175414
2021-08-22 07:15:00,-1305.18807848493
2021-08-22 07:30:00,-1623.3682682761694
2021-08-22 07:45:00,-1307.2023475290034
2021-08-22 08:00:00,-1165.9143758323503
2021-08-22 08:15:00,-1386.8665285142745
2021-08-22 08:30:00,-1412.479186432342
2021-08-22 08:45:00,-1455.6510687547543
2021-08-22 09:00:00,-1527.9026780322697
2021-08-22 09:15:00,-927.121699953611
2021-08-22 09:30:00,-828.8701202793452
2021-08-22 09:45:00,-984.933237067852
2021-08-22 10:00:00,-1258.1620772285412
2021-08-22 10:15:00,-1185.1105529017989
2021-08-22 10:30:00,-1228.0592556320014
2021-08-22 10:45:00,-1091.115665206545
2021-08-22 11:00:00,-998.5728682071418
2021-08-22 11:15:00,-1213.4184629447968
2021-08-22 11:30:00,-1253.0715990499918
2021-08-22 11:45:00,-1093.4612027005046
2021-08-22 12:00:00,-1153.022741080845
2021-08-22 12:15:00,-1315.7933828282223
2021-08-22 12:30:00,-1230.9535636798084
2021-08-22 12:45:00,-1524.5405301969888
2021-08-22 13:00:00,-1631.6200957051442
2021-08-22 13:15:00,-1796.1743926363415
2021-08-22 13:30:00,-2197.8700685988065
2021-08-22 13:45:00,-2545.142644994489
2021-08-22 14:00:00,-2447.2444536595567
2021-08-22 14:15:00,-1482.0320146309125
2021-08-22 14:30:00,-1457.4256201320643
2021-08-22 14:45:00,-1721.1326041821003
2021-08-22 15:00:00,-1340.0011663153664
2021-08-22 15:15:00,-1296.9900614101211
2021-08-22 15:30:00,-1604.442830946381
2021-08-22 15:45:00,-1984.335993358229
2021-08-22 16:00:00,-1795.799689412239
2021-08-22 16:15:00,-1495.1227600467894
2021-08-22 16:30:00,-1554.543087046626
2021-08-22 16:45:00,-1768.603815613962
2021-08-22 17:00:00,-1561.4606788605115
2021-08-22 17:15:00,-1437.063240642225
2021-08-22 17:30:00,-1528.9813265266894
2021-08-22 17:45:00,-1684.0663047865646
2021-08-22 18:00:00,-1509.749862042826
2021-08-22 18:15:00,-788.4901563656658
2021-08-22 18:30:00,-1174.6756507273717
2021-08-22 18:45:00,-1225.617572190438
2021-08-22 19:00:00,-1259.5895633884386
2021-08-22 19:15:00,-1107.9365217817412
2021-08-22 19:30:00,-1168.5984054638072
2021-08-22 19:45:00,-1077.939182874023
2021-08-22 20:00:00,-1230.035963664352
2021-08-22 20:15:00,-1042.621034034692
2021-08-22 20:30:00,-1218.4023200365573
2021-08-22 20:45:00,-818.1931087408958
2021-08-22 21:00:00,-958.1794922582918
2021-08-22 21:15:00,-724.2005101112433
2021-08-22 21:30:00,-834.993629463126
2021-08-22 21:45:00,-879.7276934878088
2021-08-22 22:00:00,-666.5504126259626
2021-08-22 22:15:00,-8.098671696669859
2021-08-22 22:30:00,0.1275722631979822
2021-08-22 22:45:00,0.1122193854693604
2021-08-22 23:00:00,0.1045266824950161
2021-08-22 23:15:00,0.0949631820748249
2021-08-22 23:30:00,0.0876336731121423
2021-08-22 23:45:00,0.0816877704227487
2021-08-23 00:00:00,0.0731232023165758
2021-08-23 00:15:00,0.0686280516786571
2021-08-23 00:30:00,0.066115010183725
2021-08-23 00:45:00,0.0653611785127625
2021-08-23 01:00:00,0.0638641316482403
2021-08-23 01:15:00,0.0610473358804978
2021-08-23 01:30:00,0.062043467059515
2021-08-23 01:45:00,0.0593946587783825
2021-08-23 02:00:00,0.0567339056281672
2021-08-23 02:15:00,0.0569229220161493
2021-08-23 02:30:00,0.0568747940323084
2021-08-23 02:45:00,0.0566439813741806
2021-08-23 03:00:00,0.055194855851279
2021-08-23 03:15:00,0.0553416224599361
2021-08-23 03:30:00,0.0563414839163987
2021-08-23 03:45:00,0.0568280152007808
2021-08-23 04:00:00,0.0594393930562032
2021-08-23 04:15:00,0.0608902993613985
2021-08-23 04:30:00,0.0602774077931531
2021-08-23 04:45:00,0.0597015722570683
2021-08-23 05:00:00,-1.636712309387439
2021-08-23 05:15:00,-1809.424829218327
2021-08-23 05:30:00,-999.8116014901364
2021-08-23 05:45:00,-1009.4170412028558
2021-08-23 06:00:00,-919.9041979655452
2021-08-23 06:15:00,-1010.4919776388382
2021-08-23 06:30:00,-747.6353818261559
2021-08-23 06:45:00,-1003.7881213540004
2021-08-23 07:00:00,-792.2663874710275
2021-08-23 07:15:00,-1372.1846736802013
2021-08-23 07:30:00,-1462.647524413239
2021-08-23 07:45:00,-1389.6692405578135
2021-08-23 08:00:00,-1318.5552514672268
2021-08-23 08:15:00,-1399.6785284240775
2021-08-23 08:30:00,-1618.9155869831725
2021-08-23 08:45:00,-1522.6841412997148
2021-08-23 09:00:00,-1250.6718699431435
2021-08-23 09:15:00,-897.7123956494447
2021-08-23 09:30:00,-1107.8897634888838
2021-08-23 09:45:00,-1104.375576303314
2021-08-23 10:00:00,-951.7571347411726
2021-08-23 10:15:00,-1225.0270755538495
2021-08-23 10:30:00,-961.9039454976052
2021-08-23 10:45:00,-907.74613026324
2021-08-23 11:00:00,-1129.9125241047095
2021-08-23 11:15:00,-1097.4769053705847
2021-08-23 11:30:00,-1131.0796196224971
2021-08-23 11:45:00,-1054.5533432416858
2021-08-23 12:00:00,-1133.8793632726913
2021-08-23 12:15:00,-1273.9806073504208
2021-08-23 12:30:00,-1398.0941090205397
2021-08-23 12:45:00,-1366.6856127965668
2021-08-23 13:00:00,-1588.6082564388687
2021-08-23 13:15:00,-1624.207607038383
2021-08-23 13:30:00,-1764.82674182111
2021-08-23 13:45:00,-1703.7253845390476
2021-08-23 14:00:00,-1502.0134823318629
2021-08-23 14:15:00,-1831.8328578581952
2021-08-23 14:30:00,-1386.0764244672434
2021-08-23 14:45:00,-1426.6717948363394
2021-08-23 15:00:00,-1588.007471245459
2021-08-23 15:15:00,-1707.4073115232306
2021-08-23 15:30:00,-1443.3932276335022
2021-08-23 15:45:00,-1300.9991390914297
2021-08-23 16:00:00,-1169.9216658079388
2021-08-23 16:15:00,-1266.8237206990375
2021-08-23 16:30:00,-1372.7605772393651
2021-08-23 16:45:00,-1432.8346304025852
2021-08-23 17:00:00,-1074.9194022683084
2021-08-23 17:15:00,-1185.912205750764
2021-08-23 17:30:00,-1167.6346337579853
2021-08-23 17:45:00,-1457.2746129436227
2021-08-23 18:00:00,-1323.7682349109646
2021-08-23 18:15:00,-1063.55128604748
2021-08-23 18:30:00,-1175.4439830052493
2021-08-23 18:45:00,-898.8473901156597
2021-08-23 19:00:00,-1098.5211644635388
2021-08-23 19:15:00,-886.9829762484246
2021-08-23 19:30:00,-1070.7397021601314
2021-08-23 19:45:00,-823.3517965874943
2021-08-23 20:00:00,-992.9191526758702
2021-08-23 20:15:00,-653.1202748099857
2021-08-23 20:30:00,-841.8002686802994
2021-08-23 20:45:00,-854.5389819597797
2021-08-23 21:00:00,-638.4918267120014
2021-08-23 21:15:00,-811.9300487933103
2021-08-23 21:30:00,-760.2674307581709
2021-08-23 21:45:00,-528.0618725141179
2021-08-23 22:00:00,-540.7211607476887
2021-08-23 22:15:00,-4.529980258892699
2021-08-23 22:30:00,0.075905275308492
2021-08-23 22:45:00,0.0695020521963225
2021-08-23 23:00:00,0.0637472509566113
2021-08-23 23:15:00,0.0600385822934593
2021-08-23 23:30:00,0.0558667461090357
2021-08-23 23:45:00,0.0530840247097979
2021-08-24 00:00:00,0.049651342725764
2021-08-24 00:15:00,0.0470674298415909
2021-08-24 00:30:00,0.0473526233668347
2021-08-24 00:45:00,0.0445828591468943
2021-08-24 01:00:00,0.0438310724357074
2021-08-24 01:15:00,0.0431113547457433
2021-08-24 01:30:00,0.042709777169316
2021-08-24 01:45:00,0.0426066032828635
2021-08-24 02:00:00,0.0423533907513271
2021-08-24 02:15:00,0.0432119196866226
2021-08-24 02:30:00,0.0432162093173456
2021-08-24 02:45:00,0.0424327382228937
2021-08-24 03:00:00,0.0424189591830315
2021-08-24 03:15:00,0.0447956395058888
2021-08-24 03:30:00,0.0527962429869726
2021-08-24 03:45:00,0.0601077842501556
2021-08-24 04:00:00,0.0623154767331167
2021-08-24 04:15:00,0.0640915888730803
2021-08-24 04:30:00,0.0654415536821067
2021-08-24 04:45:00,0.0643482276048671
2021-08-24 05:00:00,0.065190588162834
2021-08-24 05:15:00,0.0613944976867739
2021-08-24 05:30:00,0.0614398775192286
2021-08-24 05:45:00,0.0604667352255204
2021-08-24 06:00:00,0.0585687418443792
2021-08-24 06:15:00,0.0551936890160865
2021-08-24 06:30:00,0.0560178376320684
2021-08-24 06:45:00,0.0549127656593483
2021-08-24 07:00:00,0.0514551912581361
2021-08-24 07:15:00,0.0473207858641648
2021-08-24 07:30:00,0.0444225102177511
2021-08-24 07:45:00,0.038250058831867
2021-08-24 08:00:00,0.0318360483010175
2021-08-24 08:15:00,0.0254374502593099
2021-08-24 08:30:00,0.017534261476948
2021-08-24 08:45:00,0.009954824695979
2021-08-24 09:00:00,0.0026529375658316
2021-08-24 09:15:00,-0.0071733794603268
2021-08-24 09:30:00,-0.0133090398028495
2021-08-24 09:45:00,-0.0221383904958763
2021-08-24 10:00:00,-0.0311962974073027
2021-08-24 10:15:00,-0.0429361976238533
2021-08-24 10:30:00,-0.0528468411723929
2021-08-24 10:45:00,-0.0622005125772362
2021-08-24 11:00:00,-0.0764171012308592
2021-08-24 11:15:00,-0.0829531555877827
2021-08-24 11:30:00,-0.0986837968434253
2021-08-24 11:45:00,-0.1082166371456896
2021-08-24 12:00:00,-0.1057334545266144
2021-08-24 12:15:00,69.46645189019168
2021-08-24 12:30:00,-711.398446637032
2021-08-24 12:45:00,-934.3071727739964
2021-08-24 13:00:00,-690.8331859861312
2021-08-24 13:15:00,-417.354765069085
2021-08-24 13:30:00,-232.42475979485505
2021-08-24 13:45:00,-205.119169093794
2021-08-24 14:00:00,-450.6311173701635
2021-08-24 14:15:00,-302.1210606397526
2021-08-24 14:30:00,-3128.6849915002
2021-08-24 14:45:00,-3386.587176524612
2021-08-24 15:00:00,-1992.4080842612536
2021-08-24 15:15:00,-2050.4597769649445
2021-08-24 15:30:00,-2485.099044362514
2021-08-24 15:45:00,-2810.8219333073625
2021-08-24 16:00:00,-2351.1645268207385
2021-08-24 16:15:00,-2479.446693559583
2021-08-24 16:30:00,-2371.658588549007
2021-08-24 16:45:00,-1796.094740087795
2021-08-24 17:00:00,-1451.3283796612177
2021-08-24 17:15:00,-534.2638016410842
2021-08-24 17:30:00,-123.22373987365712
2021-08-24 17:45:00,1.2045383904683895
2021-08-24 18:00:00,1.0970221756065035
2021-08-24 18:15:00,0.995275009612605
2021-08-24 18:30:00,0.9012727875783564
2021-08-24 18:45:00,0.8513721129177381
2021-08-24 19:00:00,0.7604949726984657
2021-08-24 19:15:00,0.7081492795343461
2021-08-24 19:30:00,-525.0033549752362
2021-08-24 19:45:00,-362.3771978637328
2021-08-24 20:00:00,-745.9259261663628
2021-08-24 20:15:00,-170.75114640698652
2021-08-24 20:30:00,-274.80633425660324
2021-08-24 20:45:00,-204.18654665810195
2021-08-24 21:00:00,-38.27263449624513
2021-08-24 21:15:00,-79.62436336056687
2021-08-24 21:30:00,-34.94369919453133
2021-08-24 21:45:00,0.8212766233417733
2021-08-24 22:00:00,0.7422294963964661
2021-08-24 22:15:00,0.6945638620987575
2021-08-24 22:30:00,0.65276110452745
2021-08-24 22:45:00,0.6035727877319296
2021-08-24 23:00:00,0.5621216188548926
2021-08-24 23:15:00,0.506088295351905
2021-08-24 23:30:00,0.4801585039611746
2021-08-24 23:45:00,0.452820120450806
2021-08-25 00:00:00,0.434807894260821
2021-08-25 00:15:00,0.3963164502381875
2021-08-25 00:30:00,0.3691876070298848
2021-08-25 00:45:00,0.3611876838989045
2021-08-25 01:00:00,0.3366769158284872
2021-08-25 01:15:00,0.3143920704093953
2021-08-25 01:30:00,0.3020004799784104
2021-08-25 01:45:00,0.2842253421707449
2021-08-25 02:00:00,0.2767841802177295
2021-08-25 02:15:00,0.2616682893176882
2021-08-25 02:30:00,0.2517021194081441
2021-08-25 02:45:00,0.2327499934843812
2021-08-25 03:00:00,0.2157148821477301
2021-08-25 03:15:00,0.2089259444169243
2021-08-25 03:30:00,0.2024512090832656
2021-08-25 03:45:00,0.1949939896549491
2021-08-25 04:00:00,0.1919463620757407
2021-08-25 04:15:00,0.1884133294428886
2021-08-25 04:30:00,0.1775027645137593
2021-08-25 04:45:00,0.171054522888496
2021-08-25 05:00:00,0.1693115231866218
2021-08-25 05:15:00,0.1640373862810651
2021-08-25 05:30:00,0.1576236340754718
2021-08-25 05:45:00,0.155159846115056
2021-08-25 06:00:00,0.1515234416096825
2021-08-25 06:15:00,0.1480985454332642
2021-08-25 06:30:00,0.1427429422432889
2021-08-25 06:45:00,0.140338069595656
2021-08-25 07:00:00,0.1366280889827828
2021-08-25 07:15:00,0.1361150777119839
2021-08-25 07:30:00,0.1311140514751489
2021-08-25 07:45:00,0.1242819523468365
2021-08-25 08:00:00,0.1222505176937507
2021-08-25 08:15:00,0.1148620865089203
2021-08-25 08:30:00,0.1079719252476068
2021-08-25 08:45:00,0.1009463815336152
2021-08-25 09:00:00,0.0934176574065181
2021-08-25 09:15:00,0.0843020791734441
2021-08-25 09:30:00,0.0740617378437279
2021-08-25 09:45:00,0.0626119194002757
2021-08-25 10:00:00,0.0488370249848176
2021-08-25 10:15:00,0.0356739434498338
2021-08-25 10:30:00,0.0220140399198123
2021-08-25 10:45:00,0.0056620248666742
2021-08-25 11:00:00,-0.010217957235552
2021-08-25 11:15:00,-0.0250303695397662
2021-08-25 11:30:00,-0.0405996719394848
2021-08-25 11:45:00,-0.0573986773321076
2021-08-25 12:00:00,-0.0656015510124887
2021-08-25 12:15:00,31.717377570228063
2021-08-25 12:30:00,-844.9523420482664
2021-08-25 12:45:00,-1115.1248640711008
2021-08-25 13:00:00,-931.4682672085696
2021-08-25 13:15:00,-929.4234859503388
2021-08-25 13:30:00,-3768.815754968622
2021-08-25 13:45:00,-2248.4898159858617
2021-08-25 14:00:00,-3176.0109112532496
2021-08-25 14:15:00,-1328.377650585382
2021-08-25 14:30:00,-1089.4913529229832
2021-08-25 14:45:00,-1754.275362918752
2021-08-25 15:00:00,-2231.6221542558856
2021-08-25 15:15:00,-2869.062775037158
2021-08-25 15:30:00,-2822.9356367779483
2021-08-25 15:45:00,-2142.225580301207
2021-08-25 16:00:00,-1878.577467979488
2021-08-25 16:15:00,-1678.316559686728
2021-08-25 16:30:00,-2101.8015280275904
2021-08-25 16:45:00,-2175.177604054939
2021-08-25 17:00:00,-2178.375884621016
2021-08-25 17:15:00,-1998.5274199904104
2021-08-25 17:30:00,-1928.4344801878333
2021-08-25 17:45:00,-1856.8720930961265
2021-08-25 18:00:00,-1763.6496163888055
2021-08-25 18:15:00,-1688.676859450158
2021-08-25 18:30:00,-1509.8511949746355
2021-08-25 18:45:00,-1422.224551028254
2021-08-25 19:00:00,-1428.8102102467556
2021-08-25 19:15:00,-1424.2615093824425
2021-08-25 19:30:00,-1431.8436067868718
2021-08-25 19:45:00,-1415.411968953238
2021-08-25 20:00:00,-1328.8993416935084
2021-08-25 20:15:00,-1418.70487870499
2021-08-25 20:30:00,-1349.5986704320055
2021-08-25 20:45:00,-1260.8427491947357
2021-08-25 21:00:00,-1303.7749129652746
2021-08-25 21:15:00,-1324.434055635302
2021-08-25 21:30:00,-1269.1284844549011
2021-08-25 21:45:00,-1176.3116990730014
2021-08-25 22:00:00,-1254.7626678577449
2021-08-25 22:15:00,-1201.902193390305
2021-08-25 22:30:00,-1118.254656150714
2021-08-25 22:45:00,-1149.516019124639
2021-08-25 23:00:00,-1125.8435704281871
2021-08-25 23:15:00,-1087.44204337588
2021-08-25 23:30:00,-1064.802698281888
2021-08-25 23:45:00,-1165.8888214995627
2021-08-26 00:00:00,-1069.3535053531004
2021-08-26 00:15:00,-1110.4136755762347
2021-08-26 00:30:00,-1095.6435607770077
2021-08-26 00:45:00,-1012.005022489989
2021-08-26 01:00:00,-1071.5407199002757
2021-08-26 01:15:00,-1060.3366754228505
2021-08-26 01:30:00,-1009.6470741392812
2021-08-26 01:45:00,-1106.5392799460517
2021-08-26 02:00:00,-963.1458368479194
2021-08-26 02:15:00,-1046.3795015509731
2021-08-26 02:30:00,-1013.2799728902704
2021-08-26 02:45:00,-940.092518551994
2021-08-26 03:00:00,
2021-08-26 03:15:00,-1017.5937491321088
2021-08-26 03:30:00,-1108.7344139479685
2021-08-26 03:45:00,-994.5642355021153
2021-08-26 04:00:00,-1089.975491220721
2021-08-26 04:15:00,-940.9481625944584
2021-08-26 04:30:00,-988.0085139172016
2021-08-26 04:45:00,-1002.4594524151612
2021-08-26 05:00:00,-1061.673899210729
2021-08-26 05:15:00,-1020.1612894827308
2021-08-26 05:30:00,-1013.4955446162428
2021-08-26 05:45:00,-964.084580034511
2021-08-26 06:00:00,-1051.8645814996178
2021-08-26 06:15:00,-991.4150678562796
2021-08-26 06:30:00,-966.16998508129
2021-08-26 06:45:00,-1021.6401849845606
2021-08-26 07:00:00,-1014.3509857817058
2021-08-26 07:15:00,-978.2152684752102
2021-08-26 07:30:00,-1108.2336729623228
2021-08-26 07:45:00,-976.7090795605224
2021-08-26 08:00:00,-1035.0801179114649
2021-08-26 08:15:00,-1046.012773713136
2021-08-26 08:30:00,-1037.1697436475683
2021-08-26 08:45:00,-1066.8134283319446
2021-08-26 09:00:00,-1113.4722512701549
2021-08-26 09:15:00,-1142.3085952721144
2021-08-26 09:30:00,-1239.2581975708638
2021-08-26 09:45:00,-1283.191720085848
2021-08-26 10:00:00,-1328.4674954097625
2021-08-26 10:15:00,-1335.0032555803227
2021-08-26 10:30:00,-1301.822237067906
2021-08-26 10:45:00,-1232.1219334624332
2021-08-26 11:00:00,
2021-08-26 11:15:00,
2021-08-26 11:30:00,
2021-08-26 11:45:00,
2021-08-26 12:00:00,
2021-08-26 12:15:00,
2021-08-26 12:30:00,
2021-08-26 12:45:00,-1809.2625471377296
2021-08-26 13:00:00,-2022.154435093889
2021-08-26 13:15:00,-2048.272822207109
2021-08-26 13:30:00,-2065.620139574035
2021-08-26 13:45:00,-2066.8758358636187
2021-08-26 14:00:00,-2197.4926518220045
2021-08-26 14:15:00,-5023.697894316308
2021-08-26 14:30:00,-214.7762108853537
2021-08-26 14:45:00,-2035.8888590152144
2021-08-26 15:00:00,-2594.7412460996616
2021-08-26 15:15:00,-2148.4860129322983
2021-08-26 15:30:00,-2056.9296236180207
2021-08-26 15:45:00,-2171.901606368184
2021-08-26 16:00:00,-983.555361035525
2021-08-26 16:15:00,-1659.7392186609598
2021-08-26 16:30:00,-1748.9131283626073
2021-08-26 16:45:00,-2346.4313077648458
2021-08-26 17:00:00,
2021-08-26 17:15:00,
2021-08-26 17:30:00,
2021-08-26 17:45:00,
2021-08-26 18:00:00,
2021-08-26 18:15:00,
2021-08-26 18:30:00,
2021-08-26 18:45:00,
2021-08-26 19:00:00,
2021-08-26 19:15:00,
2021-08-26 19:30:00,
2021-08-26 19:45:00,
2021-08-26 20:00:00,
2021-08-26 20:15:00,
2021-08-26 20:30:00,
2021-08-26 20:45:00,0.2548037521563785
2021-08-26 21:00:00,-1138.4312230668036
2021-08-26 21:15:00,1.0860026970031258
2021-08-26 21:30:00,0.9899701417818472
2021-08-26 21:45:00,0.9237805039801512
2021-08-26 22:00:00,-76.67060176973935
2021-08-26 22:15:00,-184.03080692393544
2021-08-26 22:30:00,-486.7134328969911
2021-08-26 22:45:00,-188.09080837602144
2021-08-26 23:00:00,1.8182471887159173
2021-08-26 23:15:00,-698.1107147342038
2021-08-26 23:30:00,0.9796299116990586
2021-08-26 23:45:00,-68.53574185766534
2021-08-27 00:00:00,-267.41591147893706
2021-08-27 00:15:00,-309.3208048446067
2021-08-27 00:30:00,-441.0574379436051
2021-08-27 00:45:00,-650.0828957809262
2021-08-27 01:00:00,-295.89821709289066
2021-08-27 01:15:00,-1099.3477727030038
2021-08-27 01:30:00,-4.777398257418333
2021-08-27 01:45:00,1.4807409130974336
2021-08-27 02:00:00,-937.2311707127984
2021-08-27 02:15:00,-2425.411386944791
2021-08-27 02:30:00,-180.4470515801441
2021-08-27 02:45:00,-940.5702888175216
2021-08-27 03:00:00,-280.170013144742
2021-08-27 03:15:00,-973.8531772542976
2021-08-27 03:30:00,-21.1806693809397
2021-08-27 03:45:00,-797.4440954200888
2021-08-27 04:00:00,-227.5168473467304
2021-08-27 04:15:00,-468.48771151839446
2021-08-27 04:30:00,-661.6071641022587
2021-08-27 04:45:00,-397.32831207329247
2021-08-27 05:00:00,-1246.8229487276722
2021-08-27 05:15:00,-3407.503602094257
2021-08-27 05:30:00,-1752.23664682052
2021-08-27 05:45:00,-1751.6590033478626
2021-08-27 06:00:00,-1655.450260681734
2021-08-27 06:15:00,-1596.43902944325
2021-08-27 06:30:00,-824.8576607271561
2021-08-27 06:45:00,-1678.731088674714
2021-08-27 07:00:00,-1111.283724545622
2021-08-27 07:15:00,-2142.136652038051
2021-08-27 07:30:00,-2449.4404652263643
2021-08-27 07:45:00,-2161.876852569062
2021-08-27 08:00:00,-1936.949975921741
2021-08-27 08:15:00,-2106.507529104837
2021-08-27 08:30:00,-1367.3156717381369
2021-08-27 08:45:00,0.1510438131118416
2021-08-27 09:00:00,0.1172654549922437
2021-08-27 09:15:00,0.0770672930562613
2021-08-27 09:30:00,0.0405334363420575
2021-08-27 09:45:00,0.0147865367679237
2021-08-27 10:00:00,0.0009059778779467
2021-08-27 10:15:00,7.298595359441952
2021-08-27 10:30:00,-945.804575428018
2021-08-27 10:45:00,-3254.511444643004
2021-08-27 11:00:00,-3445.096942625544
2021-08-27 11:15:00,-2591.2099547552366
2021-08-27 11:30:00,-2118.1207788056813
2021-08-27 11:45:00,-2069.491791037212
2021-08-27 12:00:00,-2152.6389800518964
2021-08-27 12:15:00,-3019.6137372125977
2021-08-27 12:30:00,-3290.640267133341
2021-08-27 12:45:00,
2021-08-27 13:00:00,
2021-08-27 13:15:00,
2021-08-27 13:30:00,
2021-08-27 13:45:00,
2021-08-27 14:00:00,
2021-08-27 14:15:00,
2021-08-27 14:30:00,
2021-08-27 14:45:00,
2021-08-27 15:00:00,
2021-08-27 15:15:00,
2021-08-27 15:30:00,
2021-08-27 15:45:00,
2021-08-27 16:00:00,
2021-08-27 16:15:00,
2021-08-27 16:30:00,
2021-08-27 16:45:00,
2021-08-27 17:00:00,
2021-08-27 17:15:00,
2021-08-27 17:30:00,
2021-08-27 17:45:00,
2021-08-27 18:00:00,
2021-08-27 18:15:00,
2021-08-27 18:30:00,
2021-08-27 18:45:00,
2021-08-27 19:00:00,
2021-08-27 19:15:00,
2021-08-27 19:30:00,
2021-08-27 19:45:00,
2021-08-27 20:00:00,
2021-08-27 20:15:00,-507.1375708255479
2021-08-27 20:30:00,-640.7586484587265
2021-08-27 20:45:00,-790.3467297235555
2021-08-27 21:00:00,-203.94175559768703
2021-08-27 21:15:00,-810.3386697214382
2021-08-27 21:30:00,-163.96530853639405
2021-08-27 21:45:00,-921.3292771028612
2021-08-27 22:00:00,-221.83544734579525
2021-08-27 22:15:00,-557.3260269594816
2021-08-27 22:30:00,-691.138247416986
2021-08-27 22:45:00,-479.1388308099735
2021-08-27 23:00:00,-1039.5654103698566
2021-08-27 23:15:00,-137.12454045198788
2021-08-27 23:30:00,-926.7934775891408
2021-08-27 23:45:00,-40.77707369437852
2021-08-28 00:00:00,-708.6088029081169
2021-08-28 00:15:00,-376.3529101742683
2021-08-28 00:30:00,-597.3064766557217
2021-08-28 00:45:00,-738.5091159735275
2021-08-28 01:00:00,-482.91179722863154
2021-08-28 01:15:00,-1335.3801148993562
2021-08-28 01:30:00,-9.836391539952947
2021-08-28 01:45:00,-1142.650471409295
2021-08-28 02:00:00,-205.8220609118215
2021-08-28 02:15:00,-801.317434105728
2021-08-28 02:30:00,-702.0727407578768
2021-08-28 02:45:00,-506.5708021393775
2021-08-28 03:00:00,-1226.9512389047086
2021-08-28 03:15:00,-68.34556832568491
2021-08-28 03:30:00,-680.329548206263
2021-08-28 03:45:00,-625.6996497817833
2021-08-28 04:00:00,-574.731090212113
2021-08-28 04:15:00,-1302.4573076195773
