datetime,desk3_light_power
2021-08-14 23:45:00,
2021-08-15 00:00:00,0.62854
2021-08-15 00:15:00,0.62804
2021-08-15 00:30:00,0.6277266666666667
2021-08-15 00:45:00,0.6284866666666667
2021-08-15 01:00:00,0.6273933333333334
2021-08-15 01:15:00,0.6283
2021-08-15 01:30:00,0.6285066666666667
2021-08-15 01:45:00,0.6273733333333333
2021-08-15 02:00:00,0.62744
2021-08-15 02:15:00,0.6287733333333333
2021-08-15 02:30:00,0.62754
2021-08-15 02:45:00,0.62772
2021-08-15 03:00:00,0.62904
2021-08-15 03:15:00,0.62836
2021-08-15 03:30:00,0.6285799999999999
2021-08-15 03:45:00,0.62854
2021-08-15 04:00:00,0.6277866666666667
2021-08-15 04:15:00,0.6285533333333333
2021-08-15 04:30:00,0.62922
2021-08-15 04:45:00,0.6282333333333334
2021-08-15 05:00:00,0.6288933333333334
2021-08-15 05:15:00,0.6288866666666666
2021-08-15 05:30:00,0.62902
2021-08-15 05:45:00,0.6284066666666667
2021-08-15 06:00:00,0.62958
2021-08-15 06:15:00,0.6288933333333334
2021-08-15 06:30:00,0.6284466666666667
2021-08-15 06:45:00,0.6287066666666666
2021-08-15 07:00:00,0.6275200000000001
2021-08-15 07:15:00,0.6282533333333333
2021-08-15 07:30:00,0.6267533333333333
2021-08-15 07:45:00,0.6276933333333333
2021-08-15 08:00:00,0.6276266666666667
2021-08-15 08:15:00,81.04375333333334
2021-08-15 08:30:00,87.04728
2021-08-15 08:45:00,86.10776666666668
2021-08-15 09:00:00,86.30130666666668
2021-08-15 09:15:00,86.48396666666666
2021-08-15 09:30:00,86.53876
2021-08-15 09:45:00,86.56085333333334
2021-08-15 10:00:00,86.55238
2021-08-15 10:15:00,86.56927333333333
2021-08-15 10:30:00,86.60998
2021-08-15 10:45:00,86.65002
2021-08-15 11:00:00,86.68002
2021-08-15 11:15:00,86.65089333333334
2021-08-15 11:30:00,86.68274666666666
2021-08-15 11:45:00,86.66316666666667
2021-08-15 12:00:00,86.56909333333333
2021-08-15 12:15:00,86.60070666666667
2021-08-15 12:30:00,86.59909999999999
2021-08-15 12:45:00,86.58953333333334
2021-08-15 13:00:00,86.55259333333333
2021-08-15 13:15:00,86.64736666666666
2021-08-15 13:30:00,86.58194
2021-08-15 13:45:00,86.57012
2021-08-15 14:00:00,86.50832666666666
2021-08-15 14:15:00,86.48821333333333
2021-08-15 14:30:00,86.52346000000001
2021-08-15 14:45:00,86.58132666666667
2021-08-15 15:00:00,86.57962666666667
2021-08-15 15:15:00,86.60715333333333
2021-08-15 15:30:00,86.60527333333333
2021-08-15 15:45:00,86.59830000000001
2021-08-15 16:00:00,86.5792
2021-08-15 16:15:00,86.63918
2021-08-15 16:30:00,86.5875
2021-08-15 16:45:00,86.60046666666668
2021-08-15 17:00:00,86.61552666666667
2021-08-15 17:15:00,6.361033333333334
2021-08-15 17:30:00,0.6258866666666667
2021-08-15 17:45:00,0.6271866666666667
2021-08-15 18:00:00,0.62748
2021-08-15 18:15:00,0.6268066666666667
2021-08-15 18:30:00,0.6276666666666666
2021-08-15 18:45:00,0.6261066666666667
2021-08-15 19:00:00,0.62646
2021-08-15 19:15:00,0.6266866666666666
2021-08-15 19:30:00,0.62672
2021-08-15 19:45:00,0.6271
2021-08-15 20:00:00,0.62668
2021-08-15 20:15:00,0.6270733333333334
2021-08-15 20:30:00,0.6263666666666666
2021-08-15 20:45:00,0.6283933333333334
2021-08-15 21:00:00,0.6270866666666667
2021-08-15 21:15:00,0.6290133333333333
2021-08-15 21:30:00,0.62842
2021-08-15 21:45:00,0.6294133333333334
2021-08-15 22:00:00,0.62916
2021-08-15 22:15:00,0.6302133333333333
2021-08-15 22:30:00,0.62952
2021-08-15 22:45:00,0.6294466666666667
2021-08-15 23:00:00,0.6290933333333334
2021-08-15 23:15:00,0.6286
2021-08-15 23:30:00,0.6287133333333333
2021-08-15 23:45:00,0.6295733333333333
2021-08-16 00:00:00,0.6286799999999999
2021-08-16 00:15:00,0.6281533333333333
2021-08-16 00:30:00,0.6284933333333333
2021-08-16 00:45:00,0.6275999999999999
2021-08-16 01:00:00,0.6281133333333333
2021-08-16 01:15:00,0.6274599999999999
2021-08-16 01:30:00,0.62836
2021-08-16 01:45:00,0.6281866666666667
2021-08-16 02:00:00,0.6284
2021-08-16 02:15:00,0.6283133333333333
2021-08-16 02:30:00,0.6292666666666666
2021-08-16 02:45:00,0.63068
2021-08-16 03:00:00,0.6295666666666667
2021-08-16 03:15:00,0.62928
2021-08-16 03:30:00,0.6308666666666666
2021-08-16 03:45:00,0.6298133333333333
2021-08-16 04:00:00,0.6292133333333333
2021-08-16 04:15:00,0.6305666666666667
2021-08-16 04:30:00,0.6288199999999999
2021-08-16 04:45:00,0.6295733333333333
2021-08-16 05:00:00,0.6299600000000001
2021-08-16 05:15:00,0.62992
2021-08-16 05:30:00,0.6284733333333333
2021-08-16 05:45:00,0.6265466666666666
2021-08-16 06:00:00,0.6266933333333333
2021-08-16 06:15:00,0.6274066666666667
2021-08-16 06:30:00,0.6251733333333332
2021-08-16 06:45:00,0.6241066666666666
2021-08-16 07:00:00,0.6229133333333333
2021-08-16 07:15:00,0.6263333333333333
2021-08-16 07:30:00,0.6209133333333334
2021-08-16 07:45:00,0.62134
2021-08-16 08:00:00,0.6212066666666666
2021-08-16 08:15:00,82.44312666666666
2021-08-16 08:30:00,87.04806
2021-08-16 08:45:00,86.804
2021-08-16 09:00:00,86.79087333333334
2021-08-16 09:15:00,86.77064666666666
2021-08-16 09:30:00,86.67232666666668
2021-08-16 09:45:00,86.70842666666667
2021-08-16 10:00:00,86.73738666666667
2021-08-16 10:15:00,86.74064666666666
2021-08-16 10:30:00,86.70952000000001
2021-08-16 10:45:00,86.72224
2021-08-16 11:00:00,86.71665333333334
2021-08-16 11:15:00,86.75322666666666
2021-08-16 11:30:00,86.73494666666667
2021-08-16 11:45:00,86.75683333333333
2021-08-16 12:00:00,86.70090666666667
2021-08-16 12:15:00,86.66632
2021-08-16 12:30:00,86.68174
2021-08-16 12:45:00,86.65406
2021-08-16 13:00:00,86.67541333333334
2021-08-16 13:15:00,86.69127333333334
2021-08-16 13:30:00,86.63794
2021-08-16 13:45:00,86.59587333333334
2021-08-16 14:00:00,86.53321333333334
2021-08-16 14:15:00,86.47094
2021-08-16 14:30:00,86.60280666666668
2021-08-16 14:45:00,86.66758
2021-08-16 15:00:00,86.68098666666667
2021-08-16 15:15:00,86.64584666666666
2021-08-16 15:30:00,86.61833333333334
2021-08-16 15:45:00,86.62519999999999
2021-08-16 16:00:00,86.63806666666666
2021-08-16 16:15:00,86.60255333333333
2021-08-16 16:30:00,86.60123999999999
2021-08-16 16:45:00,86.60293333333334
2021-08-16 17:00:00,86.57814
2021-08-16 17:15:00,6.345506666666667
2021-08-16 17:30:00,0.6174733333333333
2021-08-16 17:45:00,0.6193866666666668
2021-08-16 18:00:00,0.6190666666666667
2021-08-16 18:15:00,0.6240266666666667
2021-08-16 18:30:00,0.6272533333333333
2021-08-16 18:45:00,0.62696
2021-08-16 19:00:00,0.6269133333333333
