datetime,1B-RADA-1-POSN
2021-08-14 23:45:00,
2021-08-15 00:00:00,2.004366666666667
2021-08-15 00:15:00,2.0050266666666667
2021-08-15 00:30:00,2.00792
2021-08-15 00:45:00,2.0088466666666664
2021-08-15 01:00:00,2.0036733333333334
2021-08-15 01:15:00,61.997553333333336
2021-08-15 01:30:00,69.56479333333333
2021-08-15 01:45:00,69.60446
2021-08-15 02:00:00,69.65177333333332
2021-08-15 02:15:00,69.66416666666667
2021-08-15 02:30:00,69.66793333333334
2021-08-15 02:45:00,69.66457333333332
2021-08-15 03:00:00,69.66092666666667
2021-08-15 03:15:00,69.66158
2021-08-15 03:30:00,69.65973333333334
2021-08-15 03:45:00,69.66593333333334
2021-08-15 04:00:00,69.66291333333334
2021-08-15 04:15:00,69.66725333333333
2021-08-15 04:30:00,69.66108
2021-08-15 04:45:00,69.65336
2021-08-15 05:00:00,69.66834
2021-08-15 05:15:00,69.65977333333333
2021-08-15 05:30:00,69.66391999999999
2021-08-15 05:45:00,69.65529333333333
2021-08-15 06:00:00,69.6636
2021-08-15 06:15:00,69.65090000000001
2021-08-15 06:30:00,69.66247333333334
2021-08-15 06:45:00,69.66063333333334
2021-08-15 07:00:00,69.65954
2021-08-15 07:15:00,69.66377333333334
2021-08-15 07:30:00,69.66176666666667
2021-08-15 07:45:00,69.66445333333333
2021-08-15 08:00:00,69.65875333333334
2021-08-15 08:15:00,69.65924
2021-08-15 08:30:00,69.66332000000001
2021-08-15 08:45:00,69.65427333333334
2021-08-15 09:00:00,69.66914
2021-08-15 09:15:00,69.65253333333334
2021-08-15 09:30:00,69.61068
2021-08-15 09:45:00,69.56210666666666
2021-08-15 10:00:00,62.59593333333333
2021-08-15 10:15:00,58.31360666666667
2021-08-15 10:30:00,69.66906
2021-08-15 10:45:00,69.66272666666667
2021-08-15 11:00:00,69.66166666666666
2021-08-15 11:15:00,69.66022
2021-08-15 11:30:00,69.65583333333333
2021-08-15 11:45:00,69.65648
2021-08-15 12:00:00,69.65866
2021-08-15 12:15:00,69.65598666666666
2021-08-15 12:30:00,69.65874000000001
2021-08-15 12:45:00,69.65688666666667
2021-08-15 13:00:00,69.65567333333334
2021-08-15 13:15:00,69.65983333333334
2021-08-15 13:30:00,69.66182
2021-08-15 13:45:00,69.65694
2021-08-15 14:00:00,69.65338666666666
2021-08-15 14:15:00,69.66148666666666
2021-08-15 14:30:00,69.6521
2021-08-15 14:45:00,69.65329333333334
2021-08-15 15:00:00,69.66283333333334
2021-08-15 15:15:00,69.66039333333333
2021-08-15 15:30:00,69.66622000000001
2021-08-15 15:45:00,69.65739333333333
2021-08-15 16:00:00,69.64999333333334
2021-08-15 16:15:00,69.65094666666667
2021-08-15 16:30:00,69.65868
2021-08-15 16:45:00,69.65486000000001
2021-08-15 17:00:00,69.65738666666667
2021-08-15 17:15:00,69.64800666666666
2021-08-15 17:30:00,69.66568666666667
2021-08-15 17:45:00,69.65262
2021-08-15 18:00:00,69.65682
2021-08-15 18:15:00,69.66599333333333
2021-08-15 18:30:00,69.65654666666666
2021-08-15 18:45:00,69.65688
2021-08-15 19:00:00,69.65927333333333
2021-08-15 19:15:00,69.64920666666667
2021-08-15 19:30:00,69.6649
2021-08-15 19:45:00,69.62666666666668
2021-08-15 20:00:00,69.57996666666666
2021-08-15 20:15:00,68.21828666666667
2021-08-15 20:30:00,49.24677333333333
2021-08-15 20:45:00,29.663226666666667
2021-08-15 21:00:00,20.06339333333333
2021-08-15 21:15:00,16.380119999999998
2021-08-15 21:30:00,15.511500000000002
2021-08-15 21:45:00,14.949406666666668
2021-08-15 22:00:00,14.749193333333332
2021-08-15 22:15:00,14.738513333333334
2021-08-15 22:30:00,14.737126666666663
2021-08-15 22:45:00,14.99914
2021-08-15 23:00:00,15.988913333333333
2021-08-15 23:15:00,17.29458
2021-08-15 23:30:00,18.775586666666666
2021-08-15 23:45:00,20.847706666666667
2021-08-16 00:00:00,22.117466666666665
2021-08-16 00:15:00,23.2325
2021-08-16 00:30:00,24.439473333333336
2021-08-16 00:45:00,24.43234
2021-08-16 01:00:00,25.1442
2021-08-16 01:15:00,24.738913333333336
2021-08-16 01:30:00,23.005286666666667
2021-08-16 01:45:00,20.856573333333333
2021-08-16 02:00:00,20.25199333333333
2021-08-16 02:15:00,19.84666
2021-08-16 02:30:00,19.84504666666667
2021-08-16 02:45:00,19.84565333333333
2021-08-16 03:00:00,19.841293333333333
2021-08-16 03:15:00,19.846186666666664
2021-08-16 03:30:00,20.075513333333333
2021-08-16 03:45:00,21.17052
2021-08-16 04:00:00,22.569346666666664
2021-08-16 04:15:00,23.03597333333333
2021-08-16 04:30:00,23.03018666666667
2021-08-16 04:45:00,23.029453333333333
2021-08-16 05:00:00,23.02799333333333
2021-08-16 05:15:00,23.02875333333333
2021-08-16 05:30:00,23.037053333333333
2021-08-16 05:45:00,23.73804
2021-08-16 06:00:00,24.073173333333333
2021-08-16 06:15:00,25.06738
2021-08-16 06:30:00,25.065186666666666
2021-08-16 06:45:00,25.068846666666666
2021-08-16 07:00:00,25.06733333333333
2021-08-16 07:15:00,27.43328
2021-08-16 07:30:00,31.05696
2021-08-16 07:45:00,30.35356
2021-08-16 08:00:00,23.79512
2021-08-16 08:15:00,16.89006
2021-08-16 08:30:00,15.765973333333331
2021-08-16 08:45:00,17.36528
2021-08-16 09:00:00,18.472466666666666
2021-08-16 09:15:00,19.300126666666664
2021-08-16 09:30:00,19.224733333333333
2021-08-16 09:45:00,16.21770666666667
2021-08-16 10:00:00,10.71406
2021-08-16 10:15:00,4.97824
2021-08-16 10:30:00,1.9477933333333333
2021-08-16 10:45:00,39.10181333333333
2021-08-16 11:00:00,69.65574666666666
2021-08-16 11:15:00,69.66729333333333
2021-08-16 11:30:00,69.65951333333334
2021-08-16 11:45:00,69.65664666666666
2021-08-16 12:00:00,69.66713333333334
2021-08-16 12:15:00,69.65814
2021-08-16 12:30:00,69.66435333333334
2021-08-16 12:45:00,69.66159333333333
2021-08-16 13:00:00,69.66092666666667
2021-08-16 13:15:00,69.65796
2021-08-16 13:30:00,69.65888666666666
2021-08-16 13:45:00,69.66415333333335
2021-08-16 14:00:00,69.65746666666668
2021-08-16 14:15:00,69.66123999999999
2021-08-16 14:30:00,69.65484666666666
2021-08-16 14:45:00,69.65844
2021-08-16 15:00:00,69.66135333333334
2021-08-16 15:15:00,69.65456
2021-08-16 15:30:00,69.65844
2021-08-16 15:45:00,69.654
2021-08-16 16:00:00,69.65671333333333
2021-08-16 16:15:00,69.66084666666667
2021-08-16 16:30:00,69.66129333333333
2021-08-16 16:45:00,69.66016666666665
2021-08-16 17:00:00,69.66561333333333
2021-08-16 17:15:00,69.65826666666666
2021-08-16 17:30:00,69.65524
2021-08-16 17:45:00,69.65793333333335
2021-08-16 18:00:00,69.65302
2021-08-16 18:15:00,69.65552666666667
2021-08-16 18:30:00,69.65928666666667
2021-08-16 18:45:00,69.64483333333332
2021-08-16 19:00:00,69.66006666666667
2021-08-16 19:15:00,69.66148666666666
2021-08-16 19:30:00,69.65282666666667
2021-08-16 19:45:00,69.65512
2021-08-16 20:00:00,69.65664666666666
2021-08-16 20:15:00,69.66003333333333
2021-08-16 20:30:00,69.65374666666666
2021-08-16 20:45:00,69.66364666666666
2021-08-16 21:00:00,69.65381333333333
2021-08-16 21:15:00,69.64516
2021-08-16 21:30:00,69.59451333333332
2021-08-16 21:45:00,69.04417333333332
2021-08-16 22:00:00,49.87666
2021-08-16 22:15:00,25.62824
2021-08-16 22:30:00,11.172106666666668
2021-08-16 22:45:00,5.416226666666666
2021-08-16 23:00:00,3.3932133333333336
2021-08-16 23:15:00,3.377673333333333
2021-08-16 23:30:00,4.8179
2021-08-16 23:45:00,8.103986666666666
2021-08-17 00:00:00,11.815586666666666
2021-08-17 00:15:00,14.943266666666666
2021-08-17 00:30:00,16.455946666666666
2021-08-17 00:45:00,17.289986666666668
2021-08-17 01:00:00,17.80348
2021-08-17 01:15:00,18.062506666666664
2021-08-17 01:30:00,18.11454666666667
2021-08-17 01:45:00,19.364866666666668
2021-08-17 02:00:00,19.711486666666666
2021-08-17 02:15:00,19.71744
2021-08-17 02:30:00,19.777246666666667
2021-08-17 02:45:00,20.66492
2021-08-17 03:00:00,21.370686666666664
2021-08-17 03:15:00,21.577586666666665
2021-08-17 03:30:00,22.395086666666668
2021-08-17 03:45:00,22.3924
2021-08-17 04:00:00,22.3347
2021-08-17 04:15:00,21.149546666666662
2021-08-17 04:30:00,20.61487333333333
2021-08-17 04:45:00,20.104846666666667
2021-08-17 05:00:00,19.407453333333333
2021-08-17 05:15:00,19.20702
2021-08-17 05:30:00,19.21417333333333
2021-08-17 05:45:00,19.21069333333333
2021-08-17 06:00:00,19.45192
2021-08-17 06:15:00,20.55892
2021-08-17 06:30:00,21.632060000000003
2021-08-17 06:45:00,21.894506666666665
2021-08-17 07:00:00,23.01266
2021-08-17 07:15:00,26.315926666666662
2021-08-17 07:30:00,30.41332
2021-08-17 07:45:00,26.98432
2021-08-17 08:00:00,20.3725
2021-08-17 08:15:00,17.420920000000002
2021-08-17 08:30:00,17.6476
2021-08-17 08:45:00,19.822713333333333
2021-08-17 09:00:00,21.915000000000003
2021-08-17 09:15:00,22.266726666666667
2021-08-17 09:30:00,21.55351333333333
2021-08-17 09:45:00,19.26699333333333
2021-08-17 10:00:00,17.73368
2021-08-17 10:15:00,15.169646666666669
2021-08-17 10:30:00,12.407253333333331
2021-08-17 10:45:00,8.693853333333333
2021-08-17 11:00:00,5.739106666666667
2021-08-17 11:15:00,3.268026666666666
2021-08-17 11:30:00,2.0028933333333336
2021-08-17 11:45:00,1.99762
2021-08-17 12:00:00,49.39559333333333
2021-08-17 12:15:00,69.65747333333334
2021-08-17 12:30:00,69.66412666666666
2021-08-17 12:45:00,69.66354
2021-08-17 13:00:00,69.66008000000001
2021-08-17 13:15:00,69.66807999999999
2021-08-17 13:30:00,69.66216666666668
2021-08-17 13:45:00,69.66229333333334
2021-08-17 14:00:00,69.65286666666665
2021-08-17 14:15:00,69.65443333333333
2021-08-17 14:30:00,69.66151333333333
2021-08-17 14:45:00,69.65418
2021-08-17 15:00:00,69.66497333333334
2021-08-17 15:15:00,69.66193333333334
2021-08-17 15:30:00,69.65762666666666
2021-08-17 15:45:00,69.66183333333333
2021-08-17 16:00:00,69.66466
2021-08-17 16:15:00,69.66262666666667
2021-08-17 16:30:00,69.65865333333333
2021-08-17 16:45:00,69.65526666666666
2021-08-17 17:00:00,69.65835333333332
2021-08-17 17:15:00,69.66478000000001
2021-08-17 17:30:00,69.65816
2021-08-17 17:45:00,69.65668000000001
2021-08-17 18:00:00,69.66067333333334
2021-08-17 18:15:00,69.65040666666667
2021-08-17 18:30:00,69.66048666666667
2021-08-17 18:45:00,69.66028
2021-08-17 19:00:00,69.65306666666667
2021-08-17 19:15:00,69.59798
2021-08-17 19:30:00,61.23786666666667
2021-08-17 19:45:00,22.00826
2021-08-17 20:00:00,2.59674
2021-08-17 20:15:00,2.0003466666666667
2021-08-17 20:30:00,2.0047333333333333
2021-08-17 20:45:00,3.719086666666667
2021-08-17 21:00:00,12.295946666666667
2021-08-17 21:15:00,20.75568666666667
2021-08-17 21:30:00,21.76264
2021-08-17 21:45:00,20.91988
2021-08-17 22:00:00,19.43838
2021-08-17 22:15:00,18.62094
2021-08-17 22:30:00,18.318373333333337
2021-08-17 22:45:00,18.3192
2021-08-17 23:00:00,17.763933333333334
2021-08-17 23:15:00,17.549333333333333
2021-08-17 23:30:00,17.55150666666667
