datetime,1A-RADA-1-POSN
2021-08-15 14:30:00,69.45164666666666
2021-08-15 14:45:00,69.45133333333334
2021-08-15 15:00:00,69.44913333333334
2021-08-15 15:15:00,69.44950666666666
2021-08-15 15:30:00,69.44925333333335
2021-08-15 15:45:00,69.45142
2021-08-15 16:00:00,69.45176
2021-08-15 16:15:00,69.45250666666668
2021-08-15 16:30:00,69.44726
2021-08-15 16:45:00,69.45122666666666
2021-08-15 17:00:00,69.44951333333333
2021-08-15 17:15:00,69.44612666666667
2021-08-15 17:30:00,69.45054
2021-08-15 17:45:00,69.45211333333333
2021-08-15 18:00:00,69.44885333333333
2021-08-15 18:15:00,69.45018666666667
2021-08-15 18:30:00,69.44904
2021-08-15 18:45:00,69.45228
2021-08-15 19:00:00,69.45478
2021-08-15 19:15:00,69.44804666666667
2021-08-15 19:30:00,68.72589333333333
2021-08-15 19:45:00,36.97322
2021-08-15 20:00:00,1.959633333333333
2021-08-15 20:15:00,-1.0399
2021-08-15 20:30:00,-1.0424133333333334
2021-08-15 20:45:00,-1.04448
2021-08-15 21:00:00,-1.04148
2021-08-15 21:15:00,-1.0419666666666667
2021-08-15 21:30:00,-1.0430133333333331
2021-08-15 21:45:00,-1.0408666666666666
2021-08-15 22:00:00,-1.0385666666666666
2021-08-15 22:15:00,-1.0414466666666666
2021-08-15 22:30:00,-1.0424266666666666
2021-08-15 22:45:00,-1.0394933333333334
2021-08-15 23:00:00,-1.0425533333333334
2021-08-15 23:15:00,-1.0450733333333333
2021-08-15 23:30:00,-1.0438533333333333
2021-08-15 23:45:00,-1.0418133333333333
2021-08-16 00:00:00,-1.04172
2021-08-16 00:15:00,-1.0425933333333333
2021-08-16 00:30:00,-1.0400466666666666
2021-08-16 00:45:00,-1.0383266666666666
2021-08-16 01:00:00,-1.0406799999999998
2021-08-16 01:15:00,-1.0406466666666667
2021-08-16 01:30:00,-1.0407866666666667
2021-08-16 01:45:00,-1.04356
2021-08-16 02:00:00,-1.0391133333333331
2021-08-16 02:15:00,-0.9386133333333332
2021-08-16 02:30:00,-0.9164
2021-08-16 02:45:00,-0.9154133333333332
2021-08-16 03:00:00,-0.9172
2021-08-16 03:15:00,-0.9136266666666668
2021-08-16 03:30:00,-0.9103666666666668
2021-08-16 03:45:00,-0.9156666666666666
2021-08-16 04:00:00,-0.9177466666666666
2021-08-16 04:15:00,-0.91408
2021-08-16 04:30:00,-0.9184466666666666
2021-08-16 04:45:00,-0.9190333333333331
2021-08-16 05:00:00,-0.9180066666666666
2021-08-16 05:15:00,-0.9161866666666666
2021-08-16 05:30:00,-0.9160466666666668
2021-08-16 05:45:00,-0.9204
2021-08-16 06:00:00,-0.9189866666666668
2021-08-16 06:15:00,-0.9174666666666668
2021-08-16 06:30:00,-0.9169066666666666
2021-08-16 06:45:00,-0.91706
2021-08-16 07:00:00,-0.9159733333333332
2021-08-16 07:15:00,-0.9186733333333332
2021-08-16 07:30:00,-0.9162266666666666
2021-08-16 07:45:00,-0.9175466666666666
2021-08-16 08:00:00,-0.91888
2021-08-16 08:15:00,-0.9204866666666668
2021-08-16 08:30:00,-0.9183733333333332
2021-08-16 08:45:00,-0.9185866666666668
2021-08-16 09:00:00,-0.9201333333333334
2021-08-16 09:15:00,-0.91864
2021-08-16 09:30:00,-0.9206733333333332
2021-08-16 09:45:00,-0.9208666666666668
2021-08-16 10:00:00,-0.9163533333333334
2021-08-16 10:15:00,-0.9158933333333332
2021-08-16 10:30:00,49.78384666666667
2021-08-16 10:45:00,69.44791333333335
2021-08-16 11:00:00,69.45242666666667
2021-08-16 11:15:00,69.44882666666666
2021-08-16 11:30:00,69.44821333333333
2021-08-16 11:45:00,69.44698666666666
2021-08-16 12:00:00,69.44734
2021-08-16 12:15:00,69.44840666666667
2021-08-16 12:30:00,69.45382666666666
2021-08-16 12:45:00,69.44477333333333
2021-08-16 13:00:00,69.44897333333333
2021-08-16 13:15:00,69.44878
2021-08-16 13:30:00,69.44720666666667
2021-08-16 13:45:00,69.45384
2021-08-16 14:00:00,69.44800666666667
2021-08-16 14:15:00,69.44740666666667
2021-08-16 14:30:00,69.45222
2021-08-16 14:45:00,69.44391333333333
2021-08-16 15:00:00,69.45028
2021-08-16 15:15:00,69.44934666666667
2021-08-16 15:30:00,69.45258666666668
2021-08-16 15:45:00,69.44914
2021-08-16 16:00:00,69.44896
2021-08-16 16:15:00,69.4528
2021-08-16 16:30:00,69.45129333333333
2021-08-16 16:45:00,69.45076
2021-08-16 17:00:00,69.45406
2021-08-16 17:15:00,69.44904
2021-08-16 17:30:00,69.45458
2021-08-16 17:45:00,69.45191333333334
2021-08-16 18:00:00,69.4465
2021-08-16 18:15:00,69.45003333333334
2021-08-16 18:30:00,69.45279333333333
2021-08-16 18:45:00,69.45069333333335
2021-08-16 19:00:00,69.45569333333333
2021-08-16 19:15:00,69.45078
2021-08-16 19:30:00,69.44959999999999
2021-08-16 19:45:00,69.45161333333334
2021-08-16 20:00:00,69.45181333333333
2021-08-16 20:15:00,69.45435333333333
2021-08-16 20:30:00,69.44872000000001
2021-08-16 20:45:00,69.45461999999999
2021-08-16 21:00:00,69.45558
2021-08-16 21:15:00,69.44912666666666
2021-08-16 21:30:00,69.44926000000001
2021-08-16 21:45:00,69.4494
2021-08-16 22:00:00,69.45228
2021-08-16 22:15:00,69.4506
2021-08-16 22:30:00,69.45216
2021-08-16 22:45:00,69.44720000000001
2021-08-16 23:00:00,69.44784
2021-08-16 23:15:00,69.44507333333333
2021-08-16 23:30:00,69.44888666666667
2021-08-16 23:45:00,69.44856666666666
2021-08-17 00:00:00,69.45114
2021-08-17 00:15:00,69.44409333333333
2021-08-17 00:30:00,69.44868
2021-08-17 00:45:00,69.44672
2021-08-17 01:00:00,69.44624
2021-08-17 01:15:00,69.44820666666666
2021-08-17 01:30:00,69.45210666666667
2021-08-17 01:45:00,69.44645333333332
2021-08-17 02:00:00,69.44722666666667
2021-08-17 02:15:00,69.44934666666667
2021-08-17 02:30:00,69.45066
2021-08-17 02:45:00,69.44746666666667
2021-08-17 03:00:00,69.44853333333334
2021-08-17 03:15:00,69.44852666666667
2021-08-17 03:30:00,69.44892666666667
2021-08-17 03:45:00,69.44980000000001
2021-08-17 04:00:00,69.44856666666666
2021-08-17 04:15:00,69.45052000000001
2021-08-17 04:30:00,69.44709333333334
2021-08-17 04:45:00,69.45065333333334
2021-08-17 05:00:00,69.45189333333333
2021-08-17 05:15:00,69.45012
2021-08-17 05:30:00,69.45018
2021-08-17 05:45:00,69.45233333333334
2021-08-17 06:00:00,69.45085333333333
2021-08-17 06:15:00,69.45124
2021-08-17 06:30:00,69.45138666666666
2021-08-17 06:45:00,69.44936
2021-08-17 07:00:00,69.45016000000001
2021-08-17 07:15:00,69.44689333333334
2021-08-17 07:30:00,69.44893333333333
2021-08-17 07:45:00,69.44786666666667
2021-08-17 08:00:00,69.44849333333333
2021-08-17 08:15:00,69.45093333333334
2021-08-17 08:30:00,69.45111999999999
2021-08-17 08:45:00,69.45008
2021-08-17 09:00:00,69.44856666666666
2021-08-17 09:15:00,69.4444
2021-08-17 09:30:00,69.44849333333333
2021-08-17 09:45:00,69.44828666666668
2021-08-17 10:00:00,69.45144
2021-08-17 10:15:00,69.451
2021-08-17 10:30:00,69.44776666666667
2021-08-17 10:45:00,69.45096
2021-08-17 11:00:00,69.45067999999999
2021-08-17 11:15:00,69.4483
2021-08-17 11:30:00,69.45049999999999
2021-08-17 11:45:00,69.44891333333334
2021-08-17 12:00:00,69.45199333333333
2021-08-17 12:15:00,69.44933999999999
2021-08-17 12:30:00,69.44848
2021-08-17 12:45:00,69.44908666666667
2021-08-17 13:00:00,69.44542
2021-08-17 13:15:00,69.44630666666667
2021-08-17 13:30:00,69.44967333333332
2021-08-17 13:45:00,69.44944000000001
2021-08-17 14:00:00,69.45059333333333
2021-08-17 14:15:00,69.44961333333335
2021-08-17 14:30:00,69.44922666666666
2021-08-17 14:45:00,69.44855333333334
2021-08-17 15:00:00,69.44780666666666
2021-08-17 15:15:00,69.45153333333333
2021-08-17 15:30:00,69.44511333333334
2021-08-17 15:45:00,69.44798
2021-08-17 16:00:00,69.45127333333333
2021-08-17 16:15:00,69.45105333333332
2021-08-17 16:30:00,69.44997333333335
2021-08-17 16:45:00,69.44990666666668
2021-08-17 17:00:00,69.44830666666667
2021-08-17 17:15:00,69.44887999999999
2021-08-17 17:30:00,69.4499
2021-08-17 17:45:00,69.45579333333333
2021-08-17 18:00:00,69.44694
2021-08-17 18:15:00,69.45057333333332
2021-08-17 18:30:00,69.44684000000001
2021-08-17 18:45:00,69.43731333333334
2021-08-17 19:00:00,66.25495333333333
2021-08-17 19:15:00,32.70783333333333
2021-08-17 19:30:00,3.8802466666666655
2021-08-17 19:45:00,-0.9142666666666668
2021-08-17 20:00:00,-0.91448
2021-08-17 20:15:00,-0.9152533333333334
2021-08-17 20:30:00,-0.91608
2021-08-17 20:45:00,-0.9164533333333332
2021-08-17 21:00:00,-0.91556
2021-08-17 21:15:00,-0.9186533333333332
2021-08-17 21:30:00,-0.9128333333333332
2021-08-17 21:45:00,-0.9172466666666668
2021-08-17 22:00:00,-0.9201
2021-08-17 22:15:00,-0.9255533333333332
2021-08-17 22:30:00,-0.91946
2021-08-17 22:45:00,-0.91916
2021-08-17 23:00:00,-0.9210266666666668
2021-08-17 23:15:00,-0.92002
2021-08-17 23:30:00,-0.91998
2021-08-17 23:45:00,-0.92022
2021-08-18 00:00:00,-0.9168
2021-08-18 00:15:00,-0.92034
2021-08-18 00:30:00,-0.9191666666666668
2021-08-18 00:45:00,-0.9185933333333334
2021-08-18 01:00:00,-0.9177066666666666
2021-08-18 01:15:00,-0.9161266666666666
2021-08-18 01:30:00,-0.92294
2021-08-18 01:45:00,-0.9204933333333332
2021-08-18 02:00:00,-0.91622
2021-08-18 02:15:00,-0.9166266666666666
2021-08-18 02:30:00,-0.9228866666666666
2021-08-18 02:45:00,-0.9186933333333334
2021-08-18 03:00:00,-0.91458
2021-08-18 03:15:00,-0.9185933333333334
2021-08-18 03:30:00,-0.9133
2021-08-18 03:45:00,-0.91684
2021-08-18 04:00:00,-0.91878
2021-08-18 04:15:00,-0.9143
2021-08-18 04:30:00,-0.9158533333333332
2021-08-18 04:45:00,-0.9214533333333332
2021-08-18 05:00:00,-0.9182933333333332
2021-08-18 05:15:00,-0.91342
2021-08-18 05:30:00,-0.9169933333333332
2021-08-18 05:45:00,-0.9141933333333332
2021-08-18 06:00:00,-0.91866
2021-08-18 06:15:00,-0.9198733333333332
2021-08-18 06:30:00,-0.9206133333333334
2021-08-18 06:45:00,-0.9208933333333332
2021-08-18 07:00:00,-0.9212125
2021-08-18 07:15:00,-0.9168
2021-08-18 07:30:00,-0.9200533333333334
2021-08-18 07:45:00,-0.91716
2021-08-18 08:00:00,-0.9211533333333332
2021-08-18 08:15:00,-0.91438
2021-08-18 08:30:00,-0.9127666666666666
2021-08-18 08:45:00,-0.91632
2021-08-18 09:00:00,-0.9171
2021-08-18 09:15:00,-0.9191866666666668
2021-08-18 09:30:00,-0.91838
2021-08-18 09:45:00,-0.9180733333333334
2021-08-18 10:00:00,-0.9145866666666668
2021-08-18 10:15:00,-0.91606
2021-08-18 10:30:00,1.8271866666666667
2021-08-18 10:45:00,25.257213333333333
2021-08-18 11:00:00,69.4477
2021-08-18 11:15:00,69.44804
2021-08-18 11:30:00,69.4501
2021-08-18 11:45:00,69.44595333333334
2021-08-18 12:00:00,69.44843333333333
2021-08-18 12:15:00,69.44712666666666
2021-08-18 12:30:00,69.44913333333334
2021-08-18 12:45:00,69.44866
2021-08-18 13:00:00,69.44828666666668
2021-08-18 13:15:00,69.44928
2021-08-18 13:30:00,69.45136000000001
2021-08-18 13:45:00,69.44405333333334
2021-08-18 14:00:00,69.44838666666666
2021-08-18 14:15:00,69.44932666666666
2021-08-18 14:30:00,69.44703333333334
2021-08-18 14:45:00,69.45230666666666
2021-08-18 15:00:00,69.44718666666667
2021-08-18 15:15:00,69.45070000000001
2021-08-18 15:30:00,69.44796
2021-08-18 15:45:00,69.44953333333333
2021-08-18 16:00:00,69.44605333333334
2021-08-18 16:15:00,45.20386666666666
2021-08-18 16:30:00,69.4474
2021-08-18 16:45:00,69.45135333333333
2021-08-18 17:00:00,69.45008666666666
2021-08-18 17:15:00,69.44748666666666
2021-08-18 17:30:00,54.54908
2021-08-18 17:45:00,69.44664666666667
2021-08-18 18:00:00,15.121286666666666
2021-08-18 18:15:00,-0.8622533333333333
2021-08-18 18:30:00,-0.78938
2021-08-18 18:45:00,-0.78796
2021-08-18 19:00:00,-0.7843466666666666
2021-08-18 19:15:00,-0.7853866666666666
2021-08-18 19:30:00,-0.7915866666666667
2021-08-18 19:45:00,-0.7874066666666667
2021-08-18 20:00:00,-0.7880266666666667
2021-08-18 20:15:00,-0.7904800000000001
2021-08-18 20:30:00,-0.7891600000000001
2021-08-18 20:45:00,-0.79172
2021-08-18 21:00:00,-0.7907133333333333
2021-08-18 21:15:00,-0.79136
2021-08-18 21:30:00,-0.7936666666666666
2021-08-18 21:45:00,-0.7926733333333333
2021-08-18 22:00:00,-0.7914733333333334
2021-08-18 22:15:00,-0.79456
2021-08-18 22:30:00,-0.7928
2021-08-18 22:45:00,-0.7882066666666667
2021-08-18 23:00:00,-0.7923866666666667
2021-08-18 23:15:00,-0.7976666666666666
2021-08-18 23:30:00,-0.7935133333333333
2021-08-18 23:45:00,-0.7943933333333334
2021-08-19 00:00:00,-0.78984
2021-08-19 00:15:00,-0.78994
2021-08-19 00:30:00,-0.7917866666666666
2021-08-19 00:45:00,-0.7918266666666667
2021-08-19 01:00:00,-0.7927
2021-08-19 01:15:00,-0.7949533333333334
2021-08-19 01:30:00,-0.7965199999999999
2021-08-19 01:45:00,-0.79304
2021-08-19 02:00:00,-0.7919333333333333
2021-08-19 02:15:00,-0.7917066666666667
2021-08-19 02:30:00,-0.7892533333333334
2021-08-19 02:45:00,-0.7915
2021-08-19 03:00:00,-0.7908666666666666
2021-08-19 03:15:00,-0.7933066666666666
2021-08-19 03:30:00,-0.7866733333333333
2021-08-19 03:45:00,-0.7939266666666666
2021-08-19 04:00:00,-0.7945399999999999
2021-08-19 04:15:00,-0.7931266666666666
2021-08-19 04:30:00,-0.7918000000000001
2021-08-19 04:45:00,-0.79092
2021-08-19 05:00:00,-0.7982266666666666
2021-08-19 05:15:00,-0.79272
2021-08-19 05:30:00,-0.7896733333333333
2021-08-19 05:45:00,-0.7931266666666666
2021-08-19 06:00:00,-0.79418
2021-08-19 06:15:00,-0.7915933333333334
2021-08-19 06:30:00,-0.7965933333333334
2021-08-19 06:45:00,-0.79416
2021-08-19 07:00:00,-0.7923333333333333
2021-08-19 07:15:00,-0.7968133333333333
2021-08-19 07:30:00,-0.7904933333333334
2021-08-19 07:45:00,-0.7889933333333333
2021-08-19 08:00:00,-0.7897333333333333
2021-08-19 08:15:00,-0.7930200000000001
2021-08-19 08:30:00,-0.7946133333333333
2021-08-19 08:45:00,-0.7929666666666667
2021-08-19 09:00:00,-0.7959200000000001
2021-08-19 09:15:00,-0.7955666666666666
2021-08-19 09:30:00,-0.79452
2021-08-19 09:45:00,-0.7898933333333333
2021-08-19 10:00:00,-0.79044
2021-08-19 10:15:00,-0.7944866666666666
2021-08-19 10:30:00,-0.79062
2021-08-19 10:45:00,1.9156733333333336
2021-08-19 11:00:00,36.731006666666666
2021-08-19 11:15:00,67.57356666666666
2021-08-19 11:30:00,69.44772666666667
2021-08-19 11:45:00,69.44680666666666
2021-08-19 12:00:00,69.44810000000001
2021-08-19 12:15:00,69.44984666666666
2021-08-19 12:30:00,69.44998000000001
2021-08-19 12:45:00,69.44879999999999
2021-08-19 13:00:00,69.44615999999999
2021-08-19 13:15:00,69.44949333333334
2021-08-19 13:30:00,69.44824666666666
2021-08-19 13:45:00,69.44650666666666
2021-08-19 14:00:00,69.44812
2021-08-19 14:15:00,69.45245333333334
2021-08-19 14:30:00,69.44779333333332
2021-08-19 14:45:00,69.44616666666667
2021-08-19 15:00:00,69.44769333333333
2021-08-19 15:15:00,69.44976666666666
2021-08-19 15:30:00,69.45093333333332
2021-08-19 15:45:00,69.4502
2021-08-19 16:00:00,69.44977999999999
2021-08-19 16:15:00,69.44958666666666
2021-08-19 16:30:00,69.45100000000001
2021-08-19 16:45:00,69.45362666666666
2021-08-19 17:00:00,69.4493
2021-08-19 17:15:00,69.45199333333333
2021-08-19 17:30:00,46.05718666666667
2021-08-19 17:45:00,0.1837266666666666
2021-08-19 18:00:00,-0.7889466666666667
2021-08-19 18:15:00,-0.7912466666666667
2021-08-19 18:30:00,-0.7887133333333334
2021-08-19 18:45:00,-0.7870866666666667
2021-08-19 19:00:00,-0.7882866666666667
2021-08-19 19:15:00,-0.7856666666666666
2021-08-19 19:30:00,-0.7890133333333333
2021-08-19 19:45:00,62.825813333333336
2021-08-19 20:00:00,69.4322
2021-08-19 20:15:00,69.43468
2021-08-19 20:30:00,69.4343
2021-08-19 20:45:00,69.43121333333333
2021-08-19 21:00:00,69.43360666666666
2021-08-19 21:15:00,69.43870666666666
2021-08-19 21:30:00,69.44015333333333
2021-08-19 21:45:00,69.43418
2021-08-19 22:00:00,69.43936000000001
2021-08-19 22:15:00,69.43249333333333
2021-08-19 22:30:00,69.43562666666666
2021-08-19 22:45:00,69.43808
2021-08-19 23:00:00,69.43405333333334
2021-08-19 23:15:00,69.43173333333333
2021-08-19 23:30:00,69.43350666666667
2021-08-19 23:45:00,69.43404666666667
2021-08-20 00:00:00,69.43505333333333
2021-08-20 00:15:00,69.43452666666667
2021-08-20 00:30:00,69.43695333333334
2021-08-20 00:45:00,69.43641333333333
2021-08-20 01:00:00,69.43318
2021-08-20 01:15:00,69.43506000000001
2021-08-20 01:30:00,69.43591333333333
2021-08-20 01:45:00,69.4337
2021-08-20 02:00:00,69.43706
2021-08-20 02:15:00,69.43472
2021-08-20 02:30:00,69.43694666666667
2021-08-20 02:45:00,69.43654666666666
2021-08-20 03:00:00,69.43519333333333
2021-08-20 03:15:00,69.43301333333334
2021-08-20 03:30:00,69.43336
2021-08-20 03:45:00,69.43568
2021-08-20 04:00:00,69.43982
2021-08-20 04:15:00,69.43667333333333
2021-08-20 04:30:00,69.43537333333333
2021-08-20 04:45:00,69.43473333333333
2021-08-20 05:00:00,69.43822666666667
2021-08-20 05:15:00,69.43694666666667
2021-08-20 05:30:00,69.43312666666667
2021-08-20 05:45:00,69.43799333333332
2021-08-20 06:00:00,69.43877333333333
2021-08-20 06:15:00,69.43897999999999
2021-08-20 06:30:00,69.43455999999999
2021-08-20 06:45:00,69.43507333333334
2021-08-20 07:00:00,69.43518
2021-08-20 07:15:00,69.43480666666666
2021-08-20 07:30:00,69.43862666666668
2021-08-20 07:45:00,69.43462666666666
2021-08-20 08:00:00,69.43432666666668
2021-08-20 08:15:00,69.43354666666667
2021-08-20 08:30:00,69.43867333333333
2021-08-20 08:45:00,22.6279
2021-08-20 09:00:00,29.961333333333336
2021-08-20 09:15:00,3.0387466666666665
2021-08-20 09:30:00,-0.9185133333333332
2021-08-20 09:45:00,-0.9147
2021-08-20 10:00:00,-0.91644
2021-08-20 10:15:00,-0.9156733333333332
2021-08-20 10:30:00,-0.92082
2021-08-20 10:45:00,-0.9215733333333334
2021-08-20 11:00:00,-0.91968
2021-08-20 11:15:00,-0.9206933333333333
2021-08-20 11:30:00,-0.9193266666666666
2021-08-20 11:45:00,26.85986666666667
2021-08-20 12:00:00,8.88166
2021-08-20 12:15:00,-0.9178266666666668
2021-08-20 12:30:00,-0.91566
2021-08-20 12:45:00,-0.9162866666666666
2021-08-20 13:00:00,-0.9146466666666666
2021-08-20 13:15:00,-0.91882
2021-08-20 13:30:00,-0.9148666666666668
2021-08-20 13:45:00,-0.9175533333333332
2021-08-20 14:00:00,-0.9182133333333332
2021-08-20 14:15:00,-0.91868
2021-08-20 14:30:00,-0.9191333333333332
2021-08-20 14:45:00,-0.917
2021-08-20 15:00:00,-0.9158133333333331
2021-08-20 15:15:00,-0.9179133333333332
2021-08-20 15:30:00,-0.9193466666666666
2021-08-20 15:45:00,-0.9161933333333334
2021-08-20 16:00:00,-0.9171733333333332
2021-08-20 16:15:00,-0.9170266666666668
2021-08-20 16:30:00,-0.9161733333333332
2021-08-20 16:45:00,-0.9196066666666668
2021-08-20 17:00:00,-0.9108133333333334
2021-08-20 17:15:00,-0.9163333333333332
2021-08-20 17:30:00,-0.9185333333333332
2021-08-20 17:45:00,-0.9173733333333334
2021-08-20 18:00:00,-0.9177066666666666
2021-08-20 18:15:00,-0.91738
2021-08-20 18:30:00,-0.9203466666666666
2021-08-20 18:45:00,-0.9167666666666666
2021-08-20 19:00:00,-0.91562
2021-08-20 19:15:00,-0.9173266666666666
2021-08-20 19:30:00,-0.9207866666666666
2021-08-20 19:45:00,-0.9180666666666668
2021-08-20 20:00:00,-0.9177866666666666
2021-08-20 20:15:00,-0.91672
2021-08-20 20:30:00,-0.9169733333333332
2021-08-20 20:45:00,-0.9155533333333332
2021-08-20 21:00:00,-0.9182266666666667
2021-08-20 21:15:00,-0.9177133333333334
2021-08-20 21:30:00,-0.9187066666666668
2021-08-20 21:45:00,-0.9185133333333332
2021-08-20 22:00:00,-0.9167266666666668
2021-08-20 22:15:00,4.039986666666667
2021-08-20 22:30:00,13.49634
2021-08-20 22:45:00,32.41867333333333
2021-08-20 23:00:00,50.49288666666666
2021-08-20 23:15:00,64.66096
2021-08-20 23:30:00,68.94273333333334
2021-08-20 23:45:00,68.96299333333333
2021-08-21 00:00:00,68.98000666666667
2021-08-21 00:15:00,68.99160666666667
2021-08-21 00:30:00,69.00886
2021-08-21 00:45:00,69.01215333333333
2021-08-21 01:00:00,69.01910000000001
2021-08-21 01:15:00,69.02754666666667
2021-08-21 01:30:00,69.0326
2021-08-21 01:45:00,69.03510666666666
2021-08-21 02:00:00,69.03314666666667
2021-08-21 02:15:00,69.03371333333332
2021-08-21 02:30:00,69.0334
2021-08-21 02:45:00,69.03295333333334
2021-08-21 03:00:00,69.01805333333333
2021-08-21 03:15:00,69.00278666666667
2021-08-21 03:30:00,68.98724666666666
2021-08-21 03:45:00,68.96676000000001
2021-08-21 04:00:00,68.72185333333333
2021-08-21 04:15:00,58.42092666666667
2021-08-21 04:30:00,43.33728
2021-08-21 04:45:00,32.31633333333333
2021-08-21 05:00:00,26.795466666666663
2021-08-21 05:15:00,0.8076666666666665
2021-08-21 05:30:00,-0.9116666666666668
2021-08-21 05:45:00,-0.9141733333333334
2021-08-21 06:00:00,-0.915
2021-08-21 06:15:00,-0.9158
2021-08-21 06:30:00,-0.9182733333333334
2021-08-21 06:45:00,-0.9158
2021-08-21 07:00:00,-0.9108133333333334
2021-08-21 07:15:00,-0.9114533333333332
2021-08-21 07:30:00,-0.9146333333333332
2021-08-21 07:45:00,-0.9146133333333334
2021-08-21 08:00:00,-0.9136133333333334
2021-08-21 08:15:00,-0.9185733333333334
2021-08-21 08:30:00,-0.91452
2021-08-21 08:45:00,-0.91596
2021-08-21 09:00:00,-0.9144466666666666
2021-08-21 09:15:00,-0.9131866666666668
2021-08-21 09:30:00,-0.9152333333333332
2021-08-21 09:45:00,-0.91634
2021-08-21 10:00:00,-0.91558
2021-08-21 10:15:00,-0.9158533333333332
2021-08-21 10:30:00,-0.91648
2021-08-21 10:45:00,-0.9141066666666668
2021-08-21 11:00:00,-0.9168066666666668
2021-08-21 11:15:00,-0.91518
2021-08-21 11:30:00,-0.9153266666666668
2021-08-21 11:45:00,-0.9163266666666666
2021-08-21 12:00:00,-0.9182333333333332
2021-08-21 12:15:00,-0.9161533333333334
2021-08-21 12:30:00,-0.91934
2021-08-21 12:45:00,-0.9166266666666666
2021-08-21 13:00:00,-0.9157266666666666
2021-08-21 13:15:00,-0.9161466666666668
2021-08-21 13:30:00,-0.9157666666666666
2021-08-21 13:45:00,-0.91634
2021-08-21 14:00:00,-0.91768
2021-08-21 14:15:00,-0.92132
2021-08-21 14:30:00,-0.9192733333333332
2021-08-21 14:45:00,-0.9171866666666666
2021-08-21 15:00:00,-0.9208933333333332
2021-08-21 15:15:00,-0.9208933333333332
2021-08-21 15:30:00,-0.91498
2021-08-21 15:45:00,-0.9201066666666669
2021-08-21 16:00:00,-0.9150933333333332
2021-08-21 16:15:00,-0.9198666666666668
2021-08-21 16:30:00,-0.9199466666666668
2021-08-21 16:45:00,-0.9130733333333332
2021-08-21 17:00:00,-0.9193866666666668
2021-08-21 17:15:00,-0.9196466666666668
2021-08-21 17:30:00,-0.9188666666666666
2021-08-21 17:45:00,-0.9211
2021-08-21 18:00:00,-0.9236866666666668
2021-08-21 18:15:00,-0.92044
2021-08-21 18:30:00,-0.9199266666666668
2021-08-21 18:45:00,-0.9210466666666668
2021-08-21 19:00:00,-0.91612
2021-08-21 19:15:00,-0.9182666666666666
2021-08-21 19:30:00,-0.9177866666666666
2021-08-21 19:45:00,-0.9197066666666668
2021-08-21 20:00:00,-0.91744
2021-08-21 20:15:00,-0.9174933333333332
2021-08-21 20:30:00,-0.9221533333333334
2021-08-21 20:45:00,-0.9231466666666666
2021-08-21 21:00:00,-0.91832
2021-08-21 21:15:00,-0.9192666666666668
