datetime,desk6_plug_power
2021-08-14 23:45:00,
2021-08-15 00:00:00,1.2791266666666667
2021-08-15 00:15:00,1.2933066666666666
2021-08-15 00:30:00,1.300266666666667
2021-08-15 00:45:00,1.3218266666666667
2021-08-15 01:00:00,1.31712
2021-08-15 01:15:00,1.3157466666666666
2021-08-15 01:30:00,1.32412
2021-08-15 01:45:00,1.3126399999999998
2021-08-15 02:00:00,1.3133
2021-08-15 02:15:00,1.3089866666666663
2021-08-15 02:30:00,1.2642666666666666
2021-08-15 02:45:00,1.2909666666666666
2021-08-15 03:00:00,1.2856466666666668
2021-08-15 03:15:00,1.2810533333333334
2021-08-15 03:30:00,1.334053333333333
2021-08-15 03:45:00,1.2787
2021-08-15 04:00:00,1.3125133333333332
2021-08-15 04:15:00,1.2924466666666667
2021-08-15 04:30:00,1.3051199999999998
2021-08-15 04:45:00,1.2950533333333332
2021-08-15 05:00:00,1.3532466666666667
2021-08-15 05:15:00,1.3074666666666668
2021-08-15 05:30:00,1.30732
2021-08-15 05:45:00,1.3174266666666663
2021-08-15 06:00:00,1.3158866666666666
2021-08-15 06:15:00,1.289
2021-08-15 06:30:00,1.2865933333333333
2021-08-15 06:45:00,1.3307666666666669
2021-08-15 07:00:00,1.2865666666666666
2021-08-15 07:15:00,1.28914
2021-08-15 07:30:00,1.315753333333333
2021-08-15 07:45:00,1.3352933333333332
2021-08-15 08:00:00,1.2491533333333331
2021-08-15 08:15:00,1.27374
2021-08-15 08:30:00,1.3078666666666665
2021-08-15 08:45:00,1.35604
2021-08-15 09:00:00,1.30474
2021-08-15 09:15:00,1.8376933333333327
2021-08-15 09:30:00,1.8582733333333328
2021-08-15 09:45:00,1.7654333333333334
2021-08-15 10:00:00,1.8072933333333328
2021-08-15 10:15:00,1.85012
2021-08-15 10:30:00,1.8567533333333333
2021-08-15 10:45:00,1.8513133333333327
2021-08-15 11:00:00,1.82392
2021-08-15 11:15:00,1.82478
2021-08-15 11:30:00,1.7860933333333333
2021-08-15 11:45:00,1.8025733333333327
2021-08-15 12:00:00,1.8647533333333333
2021-08-15 12:15:00,1.83136
2021-08-15 12:30:00,1.8971133333333328
2021-08-15 12:45:00,1.8396466666666669
2021-08-15 13:00:00,1.9077266666666663
