datetime,desk5_plug_power
2021-08-14 23:45:00,
2021-08-15 00:00:00,8.718359999999999
2021-08-15 00:15:00,8.755926666666666
2021-08-15 00:30:00,8.701113333333332
2021-08-15 00:45:00,8.740726666666665
2021-08-15 01:00:00,8.80336
2021-08-15 01:15:00,8.73934
2021-08-15 01:30:00,8.768913333333334
2021-08-15 01:45:00,8.739093333333333
2021-08-15 02:00:00,8.777126666666668
2021-08-15 02:15:00,8.723306666666668
2021-08-15 02:30:00,8.839286666666668
2021-08-15 02:45:00,8.719646666666668
2021-08-15 03:00:00,8.757426666666667
2021-08-15 03:15:00,8.778333333333332
2021-08-15 03:30:00,8.80844
2021-08-15 03:45:00,8.762553333333333
2021-08-15 04:00:00,8.725646666666668
2021-08-15 04:15:00,8.75952
2021-08-15 04:30:00,8.774993333333333
2021-08-15 04:45:00,8.755793333333335
2021-08-15 05:00:00,8.68418
2021-08-15 05:15:00,8.692646666666667
2021-08-15 05:30:00,8.713293333333333
2021-08-15 05:45:00,8.706346666666667
2021-08-15 06:00:00,8.799100000000001
2021-08-15 06:15:00,8.743573333333334
2021-08-15 06:30:00,8.750353333333333
2021-08-15 06:45:00,8.751593333333334
2021-08-15 07:00:00,8.707279999999999
2021-08-15 07:15:00,8.825526666666667
2021-08-15 07:30:00,8.638133333333334
2021-08-15 07:45:00,8.77768
2021-08-15 08:00:00,8.741026666666667
2021-08-15 08:15:00,8.748733333333332
2021-08-15 08:30:00,8.794813333333334
2021-08-15 08:45:00,8.707673333333332
2021-08-15 09:00:00,8.67238
2021-08-15 09:15:00,10.283453333333334
2021-08-15 09:30:00,10.37054
2021-08-15 09:45:00,10.373546666666666
2021-08-15 10:00:00,9.966513333333332
2021-08-15 10:15:00,10.391833333333333
2021-08-15 10:30:00,10.352313333333331
2021-08-15 10:45:00,10.34368
2021-08-15 11:00:00,10.335446666666666
2021-08-15 11:15:00,10.31704
2021-08-15 11:30:00,10.203513333333332
2021-08-15 11:45:00,10.293506666666667
2021-08-15 12:00:00,10.283486666666668
2021-08-15 12:15:00,10.284753333333333
2021-08-15 12:30:00,10.300493333333332
2021-08-15 12:45:00,10.429673333333334
2021-08-15 13:00:00,10.369953333333331
2021-08-15 13:15:00,10.485453333333334
2021-08-15 13:30:00,10.262373333333333
2021-08-15 13:45:00,10.357166666666668
2021-08-15 14:00:00,10.18976
2021-08-15 14:15:00,10.213346666666666
2021-08-15 14:30:00,10.38032
2021-08-15 14:45:00,10.219973333333334
2021-08-15 15:00:00,10.107533333333333
2021-08-15 15:15:00,10.361406666666666
2021-08-15 15:30:00,10.33046
2021-08-15 15:45:00,10.327246666666667
2021-08-15 16:00:00,10.272373333333332
2021-08-15 16:15:00,10.282926666666668
2021-08-15 16:30:00,10.277393333333332
2021-08-15 16:45:00,10.32454
2021-08-15 17:00:00,10.371166666666666
2021-08-15 17:15:00,10.228266666666666
2021-08-15 17:30:00,10.2117
2021-08-15 17:45:00,10.241306666666668
2021-08-15 18:00:00,10.124086666666669
2021-08-15 18:15:00,8.817366666666667
2021-08-15 18:30:00,8.664906666666667
2021-08-15 18:45:00,8.660653333333334
2021-08-15 19:00:00,8.710153333333333
2021-08-15 19:15:00,8.642013333333333
2021-08-15 19:30:00,8.688346666666666
2021-08-15 19:45:00,8.656826666666666
2021-08-15 20:00:00,8.68882
2021-08-15 20:15:00,8.718653333333332
2021-08-15 20:30:00,8.65972
