datetime,desk2_light_power
2021-08-14 23:45:00,
2021-08-15 00:00:00,0.6129066666666667
2021-08-15 00:15:00,0.6135066666666666
2021-08-15 00:30:00,0.6123933333333333
2021-08-15 00:45:00,0.6127266666666666
2021-08-15 01:00:00,0.61316
2021-08-15 01:15:00,0.6127933333333334
2021-08-15 01:30:00,0.61246
2021-08-15 01:45:00,0.61312
2021-08-15 02:00:00,0.6118866666666667
2021-08-15 02:15:00,0.6128
2021-08-15 02:30:00,0.6122599999999999
2021-08-15 02:45:00,0.6124266666666667
2021-08-15 03:00:00,0.6137466666666666
2021-08-15 03:15:00,0.6137066666666667
2021-08-15 03:30:00,0.6138333333333333
2021-08-15 03:45:00,0.6132666666666666
2021-08-15 04:00:00,0.6140533333333333
2021-08-15 04:15:00,0.6128800000000001
2021-08-15 04:30:00,0.61342
2021-08-15 04:45:00,0.6136266666666667
2021-08-15 05:00:00,0.6130066666666667
2021-08-15 05:15:00,0.6129733333333333
2021-08-15 05:30:00,0.61428
2021-08-15 05:45:00,0.6133533333333333
2021-08-15 06:00:00,0.61462
2021-08-15 06:15:00,0.6144333333333333
2021-08-15 06:30:00,0.6130466666666667
2021-08-15 06:45:00,0.6139866666666667
2021-08-15 07:00:00,0.6136133333333333
2021-08-15 07:15:00,0.6221866666666667
2021-08-15 07:30:00,0.6265933333333333
2021-08-15 07:45:00,0.62902
2021-08-15 08:00:00,0.6285533333333333
2021-08-15 08:15:00,82.70270000000001
2021-08-15 08:30:00,88.33421333333334
2021-08-15 08:45:00,88.15652
2021-08-15 09:00:00,88.27053333333333
2021-08-15 09:15:00,88.08951333333333
2021-08-15 09:30:00,87.92871333333332
2021-08-15 09:45:00,87.86814
2021-08-15 10:00:00,87.80990666666666
2021-08-15 10:15:00,87.81669333333333
2021-08-15 10:30:00,87.68104
2021-08-15 10:45:00,87.45577333333334
2021-08-15 11:00:00,87.47186666666667
2021-08-15 11:15:00,87.36351333333333
2021-08-15 11:30:00,87.27785333333333
2021-08-15 11:45:00,87.39483333333332
2021-08-15 12:00:00,87.26380666666667
2021-08-15 12:15:00,87.37046000000001
2021-08-15 12:30:00,87.56173333333332
2021-08-15 12:45:00,87.70164
2021-08-15 13:00:00,87.55286
2021-08-15 13:15:00,87.59799333333333
2021-08-15 13:30:00,87.65966
2021-08-15 13:45:00,87.75565333333334
2021-08-15 14:00:00,87.74849999999999
2021-08-15 14:15:00,87.74791333333333
2021-08-15 14:30:00,87.64818666666666
2021-08-15 14:45:00,87.58527333333333
2021-08-15 15:00:00,87.66127333333334
2021-08-15 15:15:00,87.69203999999999
2021-08-15 15:30:00,87.76308
2021-08-15 15:45:00,87.61162666666668
2021-08-15 16:00:00,87.57998666666667
2021-08-15 16:15:00,87.66884
2021-08-15 16:30:00,87.67626
2021-08-15 16:45:00,87.64005333333333
2021-08-15 17:00:00,87.60425333333333
2021-08-15 17:15:00,6.4157
2021-08-15 17:30:00,0.6144733333333333
2021-08-15 17:45:00,0.6148399999999999
2021-08-15 18:00:00,0.6162666666666666
2021-08-15 18:15:00,0.61586
2021-08-15 18:30:00,0.6148466666666667
2021-08-15 18:45:00,0.61514
2021-08-15 19:00:00,0.6136133333333333
2021-08-15 19:15:00,0.61522
2021-08-15 19:30:00,0.6160599999999999
2021-08-15 19:45:00,0.6145333333333334
2021-08-15 20:00:00,0.6142933333333332
2021-08-15 20:15:00,0.6163133333333334
2021-08-15 20:30:00,0.6140133333333334
2021-08-15 20:45:00,0.6146866666666667
2021-08-15 21:00:00,0.6147866666666667
2021-08-15 21:15:00,0.6158066666666666
2021-08-15 21:30:00,0.6133066666666667
2021-08-15 21:45:00,0.6160533333333333
2021-08-15 22:00:00,0.6150133333333333
2021-08-15 22:15:00,0.6151800000000001
2021-08-15 22:30:00,0.6155733333333333
2021-08-15 22:45:00,0.6147933333333333
2021-08-15 23:00:00,0.6148
2021-08-15 23:15:00,0.6149133333333334
